date,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
2020-03-16,100.0,97.9016401043176,97.0,79.59541754597528,16.193283026200735,45.79495013029022,60.66346675748447,50.83088954056696,0.0,0.0,13.158367346938777,53.452857142857155,100.0,100.0,100.0
2020-03-17,50.0,83.6243175891046,94.0,85.64063913174556,22.99446189720504,59.67220774552968,58.23692808718509,42.45217148442955,0.0,0.0,22.55720116618076,46.39304582210244,46.0,64.0,97.0
2020-03-18,38.0,88.7233613445378,94.0,70.52758516731987,25.585387181397163,25.672926588193,38.21798405721522,40.217846669459576,0.9887755102040816,4.525714285714283,31.016151603498542,46.39304582210244,38.0,59.0,78.99999999999999
2020-03-19,38.0,76.48565633149812,90.0,58.43714199577932,16.193283026200735,40.24404708419444,38.824618724790064,42.45217148442955,0.0,4.208120300751877,17.857784256559768,69.58956873315365,36.0,50.0,63.99999999999999
2020-03-20,35.0,72.40642132715155,95.0,55.41453120289418,16.51714868672475,44.40722436876628,40.03788805993975,51.38947074430945,0.9887755102040816,3.334736842105261,24.436967930029155,38.32469002695419,39.0,52.0,67.0
2020-03-21,33.0,83.6243175891046,100.0,81.6104914078987,32.38656605240147,33.305418276574706,26.691925373293167,49.15514592933947,0.7910204081632652,0.0,29.136384839650148,66.56393530997306,41.0,32.99999999999999,35.99999999999999
2020-03-22,32.18147058823529,95.0,81.12749529190208,89.52784909030026,25.028338245295856,61.744232174548486,47.86229095234762,26.995822696681355,0.6800000000000003,3.7122410546139344,48.63633027522937,65.21625,40.31645569620253,44.5296923076923,46.94827345309382
2020-03-23,34.13186274509805,100.0,68.26581920903956,74.60654090858355,18.07602206604701,65.02849984340745,25.26065355818347,50.5453701554885,0.8500000000000002,4.083465160075328,52.68935779816515,58.259850000000014,38.24894514767933,36.43338461538461,61.83431137724552
2020-03-24,26.330294117647064,88.99999999999999,78.15941619585688,83.55932581761357,19.81410111085922,59.7736715732331,39.220488419284855,42.504061267115326,1.0200000000000002,4.719849340866288,63.83518348623854,37.39065,36.18143459915612,48.57784615384614,58.399071856287435
2020-03-25,28.280686274509808,84.0,75.19133709981168,75.60129478736467,15.990327212272351,48.607161499112635,51.18606115737177,49.970990949176134,1.8700000000000008,2.916760828625234,60.79541284403671,53.91210000000001,36.18143459915612,44.5296923076923,68.70479041916168
2020-03-26,26.330294117647064,94.0,81.12749529190208,80.57506418127022,20.16171691982166,52.54828270174339,55.174585403400734,57.43792063123693,1.3600000000000003,3.659209039548021,64.8484403669725,37.39065,37.21518987341772,23.27688461538461,57.253992015968066
2020-03-27,25.35509803921569,72.0,77.17005649717515,80.57506418127022,17.380790448122124,55.83255037060235,41.87950458330417,42.504061267115326,2.0400000000000005,5.303201506591336,71.9412385321101,35.65155000000001,33.08016877637131,39.46949999999999,62.979391217564874
2020-03-28,26.330294117647064,77.0,64.30838041431261,90.52260296908136,22.9426433915212,62.40108570832027,45.86802882933314,49.39661174286376,1.8700000000000008,3.7652730696798473,79.03403669724773,59.99895000000001,23.776371308016877,26.313,26.33683632734531
