date,face shield,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-12-30,40,0.1858407079646017,7.433628318584068,3.738053097345131
2020-12-31,31,0.1858407079646017,5.761061946902653,2.896991150442476
2021-01-01,0,0.1858407079646017,0.0,0.0
2021-01-02,33,0.1858407079646017,6.132743362831856,3.0838938053097324
2021-01-03,40,0.1601307189542483,6.405228758169931,3.2209150326797364
2021-01-04,42,0.1601307189542483,6.725490196078429,3.3819607843137236
2021-01-05,39,0.1601307189542483,6.245098039215684,3.140392156862743
2021-01-06,38,0.1601307189542483,6.084967320261435,3.0598692810457497
2021-01-07,55,0.1601307189542483,8.807189542483655,4.428758169934637
2021-01-08,48,0.1601307189542483,7.686274509803918,3.8650980392156837
2021-01-09,44,0.1601307189542483,7.045751633986925,3.5430065359477103
2021-01-10,26,0.1828358208955224,4.753731343283582,2.3904477611940296
2021-01-11,47,0.1828358208955224,8.593283582089553,4.321194029850746
2021-01-12,28,0.1828358208955224,5.119402985074627,2.574328358208955
2021-01-13,41,0.1828358208955224,7.496268656716418,3.7695522388059692
2021-01-14,25,0.1828358208955224,4.57089552238806,2.2985074626865667
2021-01-15,51,0.1828358208955224,9.324626865671641,4.688955223880596
2021-01-16,50,0.1828358208955224,9.14179104477612,4.597014925373133
2021-01-17,35,0.1282722513089005,4.489528795811517,2.257591623036648
2021-01-18,40,0.1282722513089005,5.13089005235602,2.580104712041884
2021-01-19,50,0.1282722513089005,6.413612565445025,3.2251308900523545
2021-01-20,66,0.1282722513089005,8.465968586387433,4.257172774869108
2021-01-21,66,0.1282722513089005,8.465968586387433,4.257172774869108
2021-01-22,64,0.1282722513089005,8.209424083769632,4.128167539267014
2021-01-23,61,0.1282722513089005,7.82460732984293,3.9346596858638727
2021-01-24,66,0.105,6.93,3.484799999999999
2021-01-25,46,0.105,4.83,2.4288
2021-01-26,59,0.105,6.194999999999999,3.1151999999999993
2021-01-27,53,0.105,5.5649999999999995,2.798399999999999
2021-01-28,63,0.105,6.614999999999999,3.3263999999999987
2021-01-29,48,0.105,5.04,2.5343999999999993
2021-01-30,65,0.105,6.825,3.4319999999999995
2021-01-31,51,0.0936902485659656,4.778202676864246,2.402753346080306
2021-02-01,77,0.0936902485659656,7.214149139579351,3.627686424474187
2021-02-02,74,0.0936902485659656,6.933078393881455,3.4863479923518166
2021-02-03,100,0.0936902485659656,9.36902485659656,4.711281070745698
2021-02-04,63,0.0936902485659656,5.902485659655833,2.9681070745697897
2021-02-05,69,0.0936902485659656,6.464627151051626,3.2507839388145316
2021-02-06,89,0.0936902485659656,8.338432122370937,4.193040152963671
2021-02-07,96,0.1555555555555555,14.933333333333328,7.509333333333329
2021-02-08,90,0.1555555555555555,13.999999999999995,7.0399999999999965
2021-02-09,67,0.1555555555555555,10.422222222222219,5.240888888888886
2021-02-10,0,0.1555555555555555,0.0,0.0
2021-02-11,62,0.1555555555555555,9.64444444444444,4.849777777777775
