date,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
2020-03-16,204.08163265306123,112.16227180527385,102.10526315789473,93.02803738317758,74.81296758104739,69.49303621169915,131.63972286374133,110.30303030303033,0.0,0.0,15.428571428571429,71.00000000000001,200.0,167.5977653631285,135.44018058690745
2020-03-17,102.04081632653062,95.8052738336714,98.94736842105264,100.09345794392524,106.23441396508728,90.55153203342616,126.37413394919167,92.12121212121212,0.0,0.0,26.448979591836732,61.62264150943397,92.0,107.26256983240224,131.3769751693002
2020-03-18,77.55102040816327,101.6470588235294,98.94736842105264,82.42990654205609,118.20448877805488,38.95821727019498,82.93302540415704,87.27272727272728,2.1428571428571423,8.999999999999996,36.367346938775505,61.62264150943397,76.0,98.8826815642458,106.99774266365688
2020-03-19,77.55102040816327,87.62677484787018,94.73684210526316,68.29906542056075,74.81296758104739,61.06963788300835,84.24942263279445,92.12121212121212,0.0,8.368421052631575,20.93877551020408,92.43396226415096,72.0,83.79888268156425,86.68171557562076
2020-03-20,71.42857142857143,82.95334685598377,100.0,64.76635514018692,76.30922693266834,67.38718662952645,86.88221709006928,111.51515151515152,2.1428571428571423,6.631578947368419,28.653061224489793,50.905660377358494,78.0,87.15083798882682,90.74492099322798
2020-03-21,67.34693877551021,95.8052738336714,105.26315789473684,95.38317757009348,149.62593516209478,50.54038997214484,57.921478060046184,106.66666666666669,1.714285714285714,0.0,34.16326530612245,88.41509433962266,82.0,55.3072625698324,48.758465011286674
2020-03-22,65.6764705882353,108.8379705400982,85.39736346516007,104.63667820069205,115.63092269326684,93.69579288025888,103.86117136659436,58.58093525179855,1.473684210526316,7.382297551789075,57.02752293577982,86.625,80.63291139240506,74.63076923076922,63.5868263473054
2020-03-23,69.65686274509805,114.56628477905072,71.85875706214689,87.19723183391004,83.51122194513717,98.67961165048544,54.815618221258134,109.68345323741003,1.842105263157895,8.120527306967983,61.779816513761475,77.385,76.49789029535866,61.061538461538454,83.74850299401199
2020-03-24,53.735294117647065,101.96399345335514,82.27306967984934,97.66089965397924,91.54114713216958,90.70550161812297,85.10845986984815,92.23381294964028,2.210526315789474,9.386064030131823,74.84862385321101,49.665,72.36286919831224,81.4153846153846,79.09580838323355
2020-03-25,57.715686274509814,96.2356792144026,79.1487758945386,88.3598615916955,73.87531172069826,73.76051779935274,111.07375271149674,108.43705035971222,4.052631578947369,5.800376647834273,71.28440366972478,71.61,72.36286919831224,74.63076923076922,93.05389221556888
2020-03-26,53.735294117647065,107.6923076923077,85.39736346516007,94.17301038062284,93.14713216957608,79.7411003236246,119.7288503253796,124.64028776978417,2.947368421052632,7.276836158192089,76.03669724770643,49.665,74.43037974683544,39.01153846153846,77.54491017964072
2020-03-27,51.74509803921569,82.48772504091653,81.2316384180791,94.17301038062284,80.2992518703242,84.72491909385113,90.87852494577004,92.23381294964028,4.421052631578948,10.54613935969868,84.35321100917432,47.355,66.16033755274262,66.14999999999999,85.2994011976048
2020-03-28,53.735294117647065,88.21603927986907,67.69303201506591,105.79930795847751,105.99501246882794,94.6925566343042,99.53362255965293,107.19064748201436,4.052631578947369,7.487758945386062,92.6697247706422,79.69500000000001,47.552742616033754,44.099999999999994,35.67065868263473
2020-03-29,50.15748031496064,74.3076923076923,68.49756097560974,83.97552447552448,0.0,82.06228373702425,79.3119266055046,60.257309941520475,4.042780748663101,7.624413145539902,79.73199329983248,70.86486486486486,46.468085106382986,43.13294797687861,44.16974169741697
2020-03-30,42.44094488188977,56.0,63.46097560975608,98.93006993006992,108.35071090047391,91.38754325259518,70.96330275229359,57.6374269005848,5.727272727272727,10.779342723004689,85.59463986599664,47.24324324324324,54.21276595744681,51.42774566473989,55.948339483394825
2020-03-31,30.86614173228347,52.76923076923077,61.44634146341462,89.72727272727273,0.0,65.27681660899655,75.1376146788991,57.6374269005848,7.748663101604277,7.624413145539902,96.14740368509212,57.51351351351351,54.21276595744681,43.13294797687861,76.56088560885608
2020-04-01,30.86614173228347,49.53846153846153,52.38048780487804,78.22377622377623,162.5260663507109,71.80449826989621,73.7461773700306,64.18713450292398,8.759358288770052,6.7042253521126725,93.80234505862646,89.35135135135134,54.21276595744681,39.8150289017341,70.67158671586715
2020-04-02,30.86614173228347,53.84615384615385,58.42439024390243,115.03496503496504,108.35071090047391,93.25259515570936,59.831804281345576,108.72514619883042,11.117647058823527,11.69953051643192,116.08040201005024,102.7027027027027,52.276595744680854,41.47398843930636,57.42066420664206
2020-04-03,27.007874015748037,43.07692307692307,51.373170731707305,89.72727272727273,117.77251184834124,68.07439446366783,44.525993883792054,39.29824561403509,12.465240641711228,0.0,111.39028475711892,89.35135135135134,50.3404255319149,31.520231213872833,58.89298892988929
2020-04-04,32.795275590551185,48.46153846153846,57.4170731707317,102.3811188811189,0.0,67.14186851211073,51.48318042813456,60.257309941520475,13.139037433155078,11.568075117370883,117.25293132328306,74.97297297297297,52.276595744680854,36.49710982658959,35.335793357933575
2020-04-05,37.41379310344827,37.34200743494424,53.19148936170212,72.43862815884478,0.0,48.8559670781893,76.51162790697674,0.0,15.33243967828418,6.088235294117642,102.24066390041492,86.49152542372882,58.05882352941177,34.647058823529406,38.25581395348837
2020-04-06,33.672413793103445,40.542750929368026,51.06382978723403,97.7346570397112,441.0,67.29218106995884,52.093023255813954,70.57142857142857,35.656836461126,5.911764705882349,104.56431535269708,104.64406779661016,85.15294117647059,40.11764705882352,59.67906976744186
