date,Frontliners,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-06-06,58,0.3324538258575197,19.282321899736143,16.445065963060685
2020-06-07,0,0.4715025906735751,0.0,0.0
2020-06-08,38,0.4715025906735751,17.917098445595855,15.280725388601038
2020-06-09,0,0.4715025906735751,0.0,0.0
2020-06-10,0,0.4715025906735751,0.0,0.0
2020-06-11,49,0.4715025906735751,23.103626943005178,19.704093264248705
2020-06-12,55,0.4715025906735751,25.93264248704663,22.116839378238343
2020-06-13,51,0.4715025906735751,24.046632124352328,20.508341968911918
2020-06-14,44,0.2460063897763578,10.824281150159743,9.231565495207668
2020-06-15,71,0.2460063897763578,17.466453674121404,14.896389776357827
2020-06-16,42,0.2460063897763578,10.332268370607029,8.811948881789139
2020-06-17,0,0.2460063897763578,0.0,0.0
2020-06-18,51,0.2460063897763578,12.546325878594248,10.700223642172524
2020-06-19,45,0.2460063897763578,11.070287539936102,9.441373801916935
2020-06-20,60,0.2460063897763578,14.760383386581468,12.588498402555912
2020-06-21,0,0.35,0.0,0.0
2020-06-22,52,0.35,18.2,15.522000000000002
2020-06-23,0,0.35,0.0,0.0
2020-06-24,47,0.35,16.45,14.0295
2020-06-25,68,0.35,23.799999999999997,20.298
2020-06-26,53,0.35,18.549999999999997,15.820500000000001
2020-06-27,0,0.35,0.0,0.0
2020-06-28,0,0.42,0.0,0.0
2020-06-29,0,0.42,0.0,0.0
2020-06-30,50,0.42,21.0,17.910000000000004
2020-07-01,0,0.42,0.0,0.0
2020-07-02,0,0.42,0.0,0.0
2020-07-03,100,0.42,42.0,35.82000000000001
2020-07-04,0,0.42,0.0,0.0
2020-07-05,0,,0.0,0.0
2020-07-06,0,,0.0,0.0
2020-07-07,0,,0.0,0.0
2020-07-08,0,,0.0,0.0
2020-07-09,0,,0.0,0.0
2020-07-10,0,,0.0,0.0
2020-07-11,0,,0.0,0.0
2020-07-12,0,,0.0,0.0
2020-07-13,0,,0.0,0.0
2020-07-14,0,,0.0,0.0
2020-07-15,0,,0.0,0.0
2020-07-16,0,,0.0,0.0
2020-07-17,0,,0.0,0.0
2020-07-18,0,,0.0,0.0
2020-07-19,0,,0.0,0.0
2020-07-20,0,,0.0,0.0
2020-07-21,0,,0.0,0.0
2020-07-22,0,,0.0,0.0
2020-07-23,0,,0.0,0.0
2020-07-24,0,,0.0,0.0
2020-07-25,0,,0.0,0.0
2020-07-26,0,0.7398373983739837,0.0,0.0
2020-07-27,0,0.7398373983739837,0.0,0.0
2020-07-28,0,0.7398373983739837,0.0,0.0
2020-07-29,20,0.7398373983739837,14.796747967479673,12.61951219512195
2020-07-30,22,0.7398373983739837,16.27642276422764,13.881463414634146
2020-07-31,27,0.7398373983739837,19.97560975609756,17.036341463414633
2020-08-01,54,0.7398373983739837,39.95121951219512,34.072682926829266
2020-08-02,91,0.6260162601626016,56.96747967479674,48.58512195121951
2020-08-03,100,0.6260162601626016,62.601626016260155,53.390243902439025
2020-08-04,61,0.6260162601626016,38.1869918699187,32.568048780487814
2020-08-05,46,0.6260162601626016,28.796747967479675,24.559512195121954
2020-08-06,33,0.6260162601626016,20.65853658536585,17.618780487804877
2020-08-07,38,0.6260162601626016,23.788617886178862,20.288292682926834
2020-08-08,0,0.6260162601626016,0.0,0.0
2020-08-09,27,0.6363636363636364,17.18181818181818,14.653636363636362
2020-08-10,30,0.6363636363636364,19.09090909090909,16.281818181818185
2020-08-11,40,0.6363636363636364,25.454545454545453,21.70909090909091
2020-08-12,32,0.6363636363636364,20.363636363636363,17.367272727272727
2020-08-13,38,0.6363636363636364,24.18181818181818,20.623636363636365
2020-08-14,0,0.6363636363636364,0.0,0.0
2020-08-15,20,0.6363636363636364,12.727272727272727,10.854545454545455
2020-08-16,24,0.7309236947791166,17.542168674698797,14.96096385542169
2020-08-17,37,0.7309236947791166,27.04417670682731,23.06481927710844
2020-08-18,56,0.7309236947791166,40.93172690763053,34.908915662650614
2020-08-19,28,0.7309236947791166,20.465863453815263,17.454457831325307
2020-08-20,45,0.7309236947791166,32.89156626506025,28.05180722891567
2020-08-21,36,0.7309236947791166,26.313253012048197,22.441445783132536
2020-08-22,23,0.7309236947791166,16.81124497991968,14.337590361445788
2020-08-23,36,0.72,25.919999999999998,22.106057142857143
2020-08-24,31,0.72,22.32,19.035771428571433
2020-08-25,25,0.72,18.0,15.351428571428574
2020-08-26,47,0.72,33.839999999999996,28.860685714285715
2020-08-27,72,0.72,51.839999999999996,44.212114285714286
2020-08-28,64,0.72,46.08,39.29965714285715
2020-08-29,75,0.72,54.0,46.05428571428572
2020-08-30,99,0.7287671232876712,72.14794520547946,61.53189041095892
2020-08-31,100,0.7287671232876712,72.87671232876713,62.15342465753426
2020-09-01,40,0.7287671232876712,29.15068493150685,24.861369863013703
2020-09-02,54,0.7287671232876712,39.35342465753425,33.5628493150685
2020-09-03,44,0.7287671232876712,32.06575342465754,27.347506849315074
2020-09-04,28,0.7287671232876712,20.405479452054795,17.402958904109592
2020-09-05,0,0.7287671232876712,0.0,0.0
2020-09-06,30,0.7333333333333333,22.0,18.762857142857143
2020-09-07,22,0.7333333333333333,16.133333333333333,13.759428571428572
2020-09-08,30,0.7333333333333333,22.0,18.762857142857143
2020-09-09,33,0.7333333333333333,24.2,20.639142857142858
2020-09-10,26,0.7333333333333333,19.066666666666666,16.26114285714286
2020-09-11,50,0.7333333333333333,36.666666666666664,31.271428571428572
2020-09-12,19,0.7333333333333333,13.933333333333332,11.883142857142857
2020-09-13,20,0.7696335078534031,15.392670157068062,13.127748691099479
2020-09-14,24,0.7696335078534031,18.471204188481675,15.753298429319374
2020-09-15,24,0.7696335078534031,18.471204188481675,15.753298429319374
2020-09-16,29,0.7696335078534031,22.319371727748692,19.035235602094243
2020-09-17,36,0.7696335078534031,27.70680628272251,23.62994764397906
2020-09-18,26,0.7696335078534031,20.01047120418848,17.06607329842932
2020-09-19,32,0.7696335078534031,24.6282722513089,21.004397905759163
2020-09-20,0,0.7407407407407407,0.0,0.0
2020-09-21,30,0.7407407407407407,22.22222222222222,18.952380952380953
2020-09-22,42,0.7407407407407407,31.11111111111111,26.533333333333335
2020-09-23,28,0.7407407407407407,20.74074074074074,17.68888888888889
2020-09-24,45,0.7407407407407407,33.33333333333333,28.42857142857143
2020-09-25,26,0.7407407407407407,19.25925925925926,16.425396825396827
2020-09-26,18,0.7407407407407407,13.333333333333332,11.371428571428572
2020-09-27,26,0.6443514644351463,16.753138075313807,14.288033472803349
2020-09-28,26,0.6443514644351463,16.753138075313807,14.288033472803349
2020-09-29,35,0.6443514644351463,22.552301255230123,19.233891213389125
2020-09-30,36,0.6443514644351463,23.19665271966527,19.7834309623431
2020-10-01,36,0.6443514644351463,23.19665271966527,19.7834309623431
2020-10-02,43,0.6443514644351463,27.707112970711293,23.630209205020922
2020-10-03,37,0.6443514644351463,23.841004184100417,20.332970711297072
2020-10-04,47,0.721030042918455,33.88841201716738,28.901974248927043
2020-10-05,52,0.721030042918455,37.49356223175966,31.97665236051503
2020-10-06,57,0.721030042918455,41.09871244635193,35.05133047210301
2020-10-07,100,0.721030042918455,72.1030042918455,61.49356223175967
2020-10-08,98,0.721030042918455,70.66094420600858,60.26369098712448
2020-10-09,70,0.721030042918455,50.472103004291846,43.04549356223177
2020-10-10,42,0.721030042918455,30.283261802575108,25.82729613733906
2020-10-11,44,0.6641025641025641,29.22051282051282,24.920923076923078
2020-10-12,63,0.6641025641025641,41.83846153846154,35.68223076923077
2020-10-13,61,0.6641025641025641,40.51025641025641,34.54946153846154
2020-10-14,63,0.6641025641025641,41.83846153846154,35.68223076923077
2020-10-15,55,0.6641025641025641,36.52564102564102,31.151153846153846
2020-10-16,58,0.6641025641025641,38.51794871794872,32.8503076923077
2020-10-17,46,0.6641025641025641,30.548717948717947,26.053692307692312
2020-10-18,55,0.4887063655030801,26.878850102669407,22.923819301848056
2020-10-19,71,0.4887063655030801,34.69815195071869,29.59256673511294
2020-10-20,80,0.4887063655030801,39.096509240246405,33.34373716632444
2020-10-21,77,0.4887063655030801,37.630390143737166,32.093347022587274
2020-10-22,77,0.4887063655030801,37.630390143737166,32.093347022587274
2020-10-23,68,0.4887063655030801,33.23203285420945,28.34217659137578
2020-10-24,59,0.4887063655030801,28.833675564681727,24.591006160164277
2020-10-25,44,0.4798387096774193,21.11290322580645,18.006290322580647
2020-10-26,47,0.4798387096774193,22.552419354838708,19.23399193548387
2020-10-27,88,0.4798387096774193,42.2258064516129,36.01258064516129
2020-10-28,82,0.4798387096774193,39.346774193548384,33.557177419354836
2020-10-29,100,0.4798387096774193,47.98387096774193,40.92338709677419
2020-10-30,81,0.4798387096774193,38.86693548387097,33.147943548387104
2020-10-31,54,0.4798387096774193,25.911290322580644,22.098629032258067
2020-11-01,0,0.4960629921259842,0.0,0.0
2020-11-02,60,0.4960629921259842,29.763779527559052,25.38425196850394
2020-11-03,82,0.4960629921259842,40.677165354330704,34.69181102362205
2020-11-04,69,0.4960629921259842,34.22834645669291,29.191889763779532
2020-11-05,78,0.4960629921259842,38.69291338582677,32.99952755905512
2020-11-06,33,0.4960629921259842,16.370078740157478,13.961338582677167
2020-11-07,59,0.4960629921259842,29.267716535433067,24.961181102362204
2020-11-08,55,0.6635071090047393,36.49289099526066,31.123222748815166
2020-11-09,54,0.6635071090047393,35.829383886255926,30.557345971563986
2020-11-10,63,0.6635071090047393,41.800947867298575,35.65023696682465
2020-11-11,39,0.6635071090047393,25.876777251184834,22.06919431279621
2020-11-12,0,0.6635071090047393,0.0,0.0
2020-11-13,0,0.6635071090047393,0.0,0.0
2020-11-14,0,0.6635071090047393,0.0,0.0
2020-11-15,0,0.6390041493775933,0.0,0.0
2020-11-16,46,0.6390041493775933,29.394190871369293,25.06904564315353
2020-11-17,27,0.6390041493775933,17.25311203319502,14.714439834024898
2020-11-18,39,0.6390041493775933,24.921161825726138,21.254190871369293
2020-11-19,64,0.6390041493775933,40.89626556016597,34.878672199170126
2020-11-20,65,0.6390041493775933,41.53526970954356,35.42365145228216
2020-11-21,0,0.6390041493775933,0.0,0.0
2020-11-22,40,0.4421052631578947,17.684210526315788,15.082105263157896
2020-11-23,54,0.4421052631578947,23.873684210526314,20.360842105263156
2020-11-24,64,0.4421052631578947,28.294736842105262,24.131368421052635
2020-11-25,36,0.4421052631578947,15.91578947368421,13.573894736842107
2020-11-26,79,0.4421052631578947,34.92631578947368,29.78715789473685
2020-11-27,51,0.4421052631578947,22.54736842105263,19.22968421052632
2020-11-28,56,0.4421052631578947,24.757894736842104,21.114947368421056
2020-11-29,0,0.5069637883008357,0.0,0.0
2020-11-30,50,0.5069637883008357,25.348189415041784,21.61838440111421
2020-12-01,67,0.5069637883008357,33.966573816155986,28.96863509749304
2020-12-02,100,0.5069637883008357,50.69637883008357,43.23676880222842
2020-12-03,67,0.5069637883008357,33.966573816155986,28.96863509749304
2020-12-04,75,0.5069637883008357,38.022284122562674,32.42757660167131
2020-12-05,0,0.5069637883008357,0.0,0.0
2020-12-06,65,0.4796954314720812,31.18020304568528,26.592258883248732
2020-12-07,68,0.4796954314720812,32.619289340101524,27.819593908629447
2020-12-08,65,0.4796954314720812,31.18020304568528,26.592258883248732
2020-12-09,59,0.4796954314720812,28.30203045685279,24.13758883248731
2020-12-10,85,0.4796954314720812,40.7741116751269,34.77449238578681
2020-12-11,52,0.4796954314720812,24.944162436548222,21.273807106598987
2020-12-12,0,0.4796954314720812,0.0,0.0
2020-12-13,43,0.563758389261745,24.241610738255037,20.674630872483228
2020-12-14,35,0.563758389261745,19.731543624161077,16.82818791946309
2020-12-15,0,0.563758389261745,0.0,0.0
2020-12-16,28,0.563758389261745,15.785234899328861,13.462550335570473
2020-12-17,43,0.563758389261745,24.241610738255037,20.674630872483228
2020-12-18,0,0.563758389261745,0.0,0.0
2020-12-19,0,0.563758389261745,0.0,0.0
2020-12-20,0,,0.0,0.0
2020-12-21,0,,0.0,0.0
2020-12-22,0,,0.0,0.0
2020-12-23,0,,0.0,0.0
2020-12-24,0,,0.0,0.0
2020-12-25,0,,0.0,0.0
2020-12-26,0,,0.0,0.0
2020-12-27,0,,0.0,0.0
2020-12-28,0,,0.0,0.0
2020-12-29,0,,0.0,0.0
2020-12-30,0,,0.0,0.0
2020-12-31,0,,0.0,0.0
2021-01-01,0,,0.0,0.0
2021-01-02,0,,0.0,0.0
2021-01-03,0,0.2222222222222222,0.0,0.0
2021-01-04,65,0.2222222222222222,14.444444444444443,12.31904761904762
2021-01-05,61,0.2222222222222222,13.555555555555555,11.560952380952383
2021-01-06,86,0.2222222222222222,19.11111111111111,16.29904761904762
2021-01-07,94,0.2222222222222222,20.88888888888889,17.815238095238097
2021-01-08,54,0.2222222222222222,12.0,10.234285714285715
2021-01-09,81,0.2222222222222222,18.0,15.351428571428574
2021-01-10,65,0.2786069651741293,18.109452736318406,15.444776119402986
2021-01-11,0,0.2786069651741293,0.0,0.0
2021-01-12,92,0.2786069651741293,25.631840796019898,21.860298507462687
2021-01-13,68,0.2786069651741293,18.94527363184079,16.157611940298505
2021-01-14,100,0.2786069651741293,27.86069651741293,23.761194029850742
2021-01-15,77,0.2786069651741293,21.452736318407958,18.296119402985074
2021-01-16,0,0.2786069651741293,0.0,0.0
2021-01-17,0,0.3696369636963696,0.0,0.0
2021-01-18,99,0.3696369636963696,36.59405940594059,31.209504950495052
