date,flu,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-09-20,70,0.1341463414634146,9.390243902439021,4.6012195121951205
2020-09-21,76,0.1341463414634146,10.195121951219509,4.995609756097559
2020-09-22,84,0.1341463414634146,11.268292682926825,5.521463414634144
2020-09-23,78,0.1341463414634146,10.463414634146337,5.127073170731705
2020-09-24,78,0.1341463414634146,10.463414634146337,5.127073170731705
2020-09-25,88,0.1341463414634146,11.804878048780484,5.784390243902437
2020-09-26,100,0.1341463414634146,13.41463414634146,6.5731707317073145
2020-09-27,73,0.1478873239436619,10.79577464788732,5.289929577464787
2020-09-28,99,0.1478873239436619,14.640845070422529,7.174014084507038
2020-09-29,80,0.1478873239436619,11.830985915492953,5.797183098591546
2020-09-30,80,0.1478873239436619,11.830985915492953,5.797183098591546
2020-10-01,82,0.1478873239436619,12.126760563380277,5.942112676056335
2020-10-02,60,0.1478873239436619,8.873239436619714,4.3478873239436595
2020-10-03,94,0.1478873239436619,13.90140845070422,6.8116901408450685
2020-10-04,60,0.127016129032258,7.62096774193548,3.734274193548385
2020-10-05,67,0.127016129032258,8.510080645161286,4.1699395161290305
2020-10-06,73,0.127016129032258,9.272177419354835,4.543366935483869
2020-10-07,90,0.127016129032258,11.43145161290322,5.601411290322577
2020-10-08,53,0.127016129032258,6.731854838709674,3.2986088709677404
2020-10-09,84,0.127016129032258,10.669354838709673,5.22798387096774
2020-10-10,69,0.127016129032258,8.764112903225802,4.294415322580643
2020-10-11,60,0.1388888888888889,8.333333333333334,4.083333333333333
2020-10-12,81,0.1388888888888889,11.25,5.5125
2020-10-13,59,0.1388888888888889,8.194444444444445,4.0152777777777775
2020-10-14,85,0.1388888888888889,11.805555555555555,5.784722222222221
2020-10-15,83,0.1388888888888889,11.527777777777779,5.648611111111111
2020-10-16,88,0.1388888888888889,12.222222222222223,5.98888888888889
2020-10-17,48,0.1388888888888889,6.666666666666667,3.266666666666666
2020-10-18,65,0.1378555798687089,8.960612691466078,4.390700218818378
2020-10-19,65,0.1378555798687089,8.960612691466078,4.390700218818378
2020-10-20,43,0.1378555798687089,5.927789934354482,2.9046170678336964
2020-10-21,82,0.1378555798687089,11.304157549234128,5.5390371991247225
2020-10-22,68,0.1378555798687089,9.374179431072204,4.59334792122538
2020-10-23,62,0.1378555798687089,8.547045951859952,4.188052516411376
2020-10-24,72,0.1378555798687089,9.92560175054704,4.86354485776805
2020-10-25,39,0.1567164179104477,6.111940298507459,2.994850746268655
2020-10-26,53,0.1567164179104477,8.305970149253728,4.069925373134327
2020-10-27,91,0.1567164179104477,14.26119402985074,6.987985074626862
2020-10-28,60,0.1567164179104477,9.40298507462686,4.607462686567161
2020-10-29,66,0.1567164179104477,10.343283582089548,5.068208955223878
2020-10-30,55,0.1567164179104477,8.619402985074622,4.223507462686564
2020-10-31,38,0.1567164179104477,5.955223880597012,2.918059701492536
2020-11-01,64,0.1428571428571428,9.142857142857139,4.479999999999998
2020-11-02,70,0.1428571428571428,9.999999999999996,4.899999999999998
2020-11-03,69,0.1428571428571428,9.857142857142852,4.829999999999997
2020-11-04,36,0.1428571428571428,5.142857142857141,2.5199999999999987
2020-11-05,81,0.1428571428571428,11.571428571428566,5.669999999999997
2020-11-06,70,0.1428571428571428,9.999999999999996,4.899999999999998
2020-11-07,100,0.1428571428571428,14.28571428571428,6.9999999999999964
2020-11-08,96,0.1412556053811659,13.560538116591928,6.644663677130044
2020-11-09,65,0.1412556053811659,9.181614349775785,4.498991031390134
2020-11-10,53,0.1412556053811659,7.486547085201793,3.6684080717488783
2020-11-11,51,0.1412556053811659,7.2040358744394615,3.5299775784753358
2020-11-12,71,0.1412556053811659,10.02914798206278,4.914282511210762
2020-11-13,53,0.1412556053811659,7.486547085201793,3.6684080717488783
2020-11-14,57,0.1412556053811659,8.051569506726457,3.9452690582959637
2020-11-15,63,0.1337579617834395,8.426751592356688,4.129108280254776
2020-11-16,71,0.1337579617834395,9.496815286624203,4.653439490445859
2020-11-17,63,0.1337579617834395,8.426751592356688,4.129108280254776
2020-11-18,47,0.1337579617834395,6.286624203821656,3.0804458598726114
2020-11-19,56,0.1337579617834395,7.490445859872612,3.6703184713375796
2020-11-20,71,0.1337579617834395,9.496815286624203,4.653439490445859
2020-11-21,100,0.1337579617834395,13.375796178343949,6.554140127388535
2020-11-22,73,0.1160220994475138,8.469613259668506,4.150110497237567
2020-11-23,71,0.1160220994475138,8.23756906077348,4.036408839779004
2020-11-24,93,0.1160220994475138,10.790055248618783,5.287127071823203
2020-11-25,88,0.1160220994475138,10.209944751381213,5.002872928176794
2020-11-26,64,0.1160220994475138,7.425414364640883,3.6384530386740326
2020-11-27,63,0.1160220994475138,7.309392265193369,3.5816022099447506
2020-11-28,91,0.1160220994475138,10.558011049723754,5.173425414364639
2020-11-29,65,0.1296296296296296,8.425925925925924,4.128703703703702
2020-11-30,83,0.1296296296296296,10.759259259259256,5.272037037037036
2020-12-01,62,0.1296296296296296,8.037037037037035,3.938148148148147
2020-12-02,55,0.1296296296296296,7.129629629629628,3.4935185185185174
2020-12-03,68,0.1296296296296296,8.814814814814813,4.319259259259258
2020-12-04,89,0.1296296296296296,11.537037037037035,5.653148148148147
2020-12-05,64,0.1296296296296296,8.296296296296294,4.065185185185184
2020-12-06,72,0.1333333333333333,9.599999999999998,4.703999999999999
2020-12-07,99,0.1333333333333333,13.199999999999998,6.467999999999999
2020-12-08,59,0.1333333333333333,7.866666666666665,3.854666666666666
2020-12-09,94,0.1333333333333333,12.533333333333331,6.141333333333332
2020-12-10,62,0.1333333333333333,8.266666666666666,4.050666666666666
2020-12-11,63,0.1333333333333333,8.399999999999999,4.115999999999999
2020-12-12,76,0.1333333333333333,10.133333333333331,4.965333333333332
2020-12-13,56,0.1254980079681275,7.027888446215139,3.4436653386454177
2020-12-14,80,0.1254980079681275,10.0398406374502,4.919521912350597
2020-12-15,70,0.1254980079681275,8.784860557768924,4.304581673306773
2020-12-16,64,0.1254980079681275,8.03187250996016,3.935617529880478
2020-12-17,70,0.1254980079681275,8.784860557768924,4.304581673306773
2020-12-18,96,0.1254980079681275,12.047808764940239,5.903426294820717
2020-12-19,66,0.1254980079681275,8.282868525896415,4.058605577689243
2020-12-20,87,0.1607142857142857,13.982142857142856,6.851249999999999
2020-12-21,50,0.1607142857142857,8.035714285714285,3.937499999999999
2020-12-22,47,0.1607142857142857,7.553571428571428,3.7012499999999995
2020-12-23,52,0.1607142857142857,8.357142857142856,4.095
2020-12-24,43,0.1607142857142857,6.910714285714285,3.3862499999999995
2020-12-25,68,0.1607142857142857,10.928571428571427,5.354999999999999
2020-12-26,45,0.1607142857142857,7.232142857142857,3.5437499999999997
2020-12-27,78,0.1512770137524558,11.799607072691552,5.78180746561886
2020-12-28,60,0.1512770137524558,9.076620825147348,4.4475442043222
2020-12-29,76,0.1512770137524558,11.497053045186641,5.633555992141455
2020-12-30,84,0.1512770137524558,12.707269155206287,6.226561886051081
2020-12-31,80,0.1512770137524558,12.102161100196465,5.930058939096267
2021-01-01,59,0.1512770137524558,8.925343811394892,4.373418467583497
2021-01-02,72,0.1512770137524558,10.891944990176817,5.33705304518664
2021-01-03,79,0.1508620689655172,11.91810344827586,5.839870689655171
2021-01-04,31,0.1508620689655172,4.676724137931034,2.2915948275862066
2021-01-05,63,0.1508620689655172,9.504310344827584,4.657112068965516
2021-01-06,81,0.1508620689655172,12.219827586206893,5.987715517241377
2021-01-07,74,0.1508620689655172,11.163793103448274,5.470258620689654
2021-01-08,67,0.1508620689655172,10.107758620689653,4.95280172413793
2021-01-09,69,0.1508620689655172,10.409482758620687,5.100646551724136
2021-01-10,73,0.1372549019607843,10.019607843137253,4.909607843137254
2021-01-11,86,0.1372549019607843,11.80392156862745,5.78392156862745
2021-01-12,88,0.1372549019607843,12.078431372549018,5.918431372549018
2021-01-13,68,0.1372549019607843,9.333333333333332,4.573333333333332
2021-01-14,100,0.1372549019607843,13.72549019607843,6.725490196078431
2021-01-15,87,0.1372549019607843,11.941176470588234,5.851176470588234
2021-01-16,59,0.1372549019607843,8.098039215686274,3.968039215686274
2021-01-17,61,0.1690821256038647,10.314009661835748,5.053864734299516
2021-01-18,72,0.1690821256038647,12.173913043478258,5.965217391304346
2021-01-19,39,0.1690821256038647,6.594202898550724,3.2311594202898544
2021-01-20,52,0.1690821256038647,8.792270531400964,4.3082125603864725
2021-01-21,70,0.1690821256038647,11.835748792270529,5.799516908212559
2021-01-22,71,0.1690821256038647,12.004830917874393,5.882367149758452
2021-01-23,49,0.1690821256038647,8.28502415458937,4.059661835748791
2021-01-24,69,0.144927536231884,9.999999999999996,4.899999999999998
2021-01-25,80,0.144927536231884,11.594202898550721,5.681159420289853
2021-01-26,61,0.144927536231884,8.840579710144924,4.3318840579710125
2021-01-27,83,0.144927536231884,12.028985507246373,5.894202898550723
2021-01-28,58,0.144927536231884,8.405797101449272,4.1188405797101435
2021-01-29,73,0.144927536231884,10.579710144927532,5.18405797101449
2021-01-30,59,0.144927536231884,8.550724637681157,4.189855072463766
2021-01-31,64,0.1369193154034229,8.762836185819065,4.2937897310513415
2021-02-01,100,0.1369193154034229,13.691931540342289,6.709046454767721
2021-02-02,47,0.1369193154034229,6.435207823960876,3.1532518337408293
2021-02-03,43,0.1369193154034229,5.887530562347185,2.8848899755501205
2021-02-04,42,0.1369193154034229,5.750611246943762,2.817799511002443
2021-02-05,55,0.1369193154034229,7.530562347188259,3.6899755501222464
2021-02-06,58,0.1369193154034229,7.941320293398528,3.8912469437652786
2021-02-07,61,0.1647058823529411,10.047058823529406,4.923058823529409
2021-02-08,53,0.1647058823529411,8.729411764705878,4.277411764705881
2021-02-09,33,0.1647058823529411,5.435294117647056,2.6632941176470575
2021-02-10,45,0.1647058823529411,7.411764705882349,3.6317647058823512
2021-02-11,29,0.1647058823529411,4.776470588235291,2.3404705882352927
2021-02-12,48,0.1647058823529411,7.905882352941172,3.873882352941174
2021-02-13,71,0.1647058823529411,11.694117647058818,5.730117647058821
2021-02-14,0,0.1880597014925373,0.0,0.0
2021-02-15,59,0.1880597014925373,11.0955223880597,5.436805970149253
2021-02-16,72,0.1880597014925373,13.540298507462687,6.634746268656716
2021-02-17,47,0.1880597014925373,8.838805970149254,4.331014925373134
2021-02-18,66,0.1880597014925373,12.411940298507462,6.081850746268656
2021-02-19,47,0.1880597014925373,8.838805970149254,4.331014925373134
2021-02-20,44,0.1880597014925373,8.274626865671642,4.054567164179105
2021-02-21,100,0.356687898089172,35.668789808917204,17.477707006369428
2021-02-22,54,0.356687898089172,19.26114649681529,9.43796178343949
2021-02-23,37,0.356687898089172,13.197452229299364,6.4667515923566885
2021-02-24,29,0.356687898089172,10.343949044585989,5.0685350318471345
2021-02-25,39,0.356687898089172,13.910828025477707,6.816305732484077
2021-02-26,28,0.356687898089172,9.987261146496817,4.8937579617834395
2021-02-27,27,0.356687898089172,9.630573248407645,4.718980891719745
2021-02-28,23,0.3703703703703703,8.518518518518517,4.174074074074073
2021-03-01,32,0.3703703703703703,11.85185185185185,5.807407407407406
2021-03-02,31,0.3703703703703703,11.48148148148148,5.625925925925925
2021-03-03,15,0.3703703703703703,5.5555555555555545,2.722222222222222
2021-03-04,28,0.3703703703703703,10.370370370370368,5.081481481481481
2021-03-05,37,0.3703703703703703,13.7037037037037,6.714814814814813
2021-03-06,23,0.3703703703703703,8.518518518518517,4.174074074074073
2021-03-07,27,0.3766816143497757,10.170403587443944,4.983497757847532
2021-03-08,27,0.3766816143497757,10.170403587443944,4.983497757847532
2021-03-09,32,0.3766816143497757,12.053811659192823,5.906367713004483
2021-03-10,26,0.3766816143497757,9.793721973094168,4.798923766816142
2021-03-11,35,0.3766816143497757,13.18385650224215,6.460089686098653
2021-03-12,30,0.3766816143497757,11.30044843049327,5.537219730941702
2021-03-13,46,0.3766816143497757,17.32735426008968,8.490403587443943
2021-03-14,26,0.3783783783783783,9.837837837837835,4.820540540540539
2021-03-15,30,0.3783783783783783,11.351351351351349,5.562162162162161
2021-03-16,33,0.3783783783783783,12.486486486486484,6.118378378378377
