date,work from home,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-12-14,62,0.3569405099150141,22.13031161473087,16.339546742209627
2020-12-15,46,0.3569405099150141,16.419263456090647,12.122889518413595
2020-12-16,54,0.3569405099150141,19.27478753541076,14.23121813031161
2020-12-17,41,0.3569405099150141,14.634560906515578,10.805184135977335
2020-12-18,97,0.3569405099150141,34.62322946175637,25.56348441926345
2020-12-19,0,0.3569405099150141,0.0,0.0
2020-12-20,59,0.9491525423728814,56.0,41.34666666666667
2020-12-21,0,0.9491525423728814,0.0,0.0
2020-12-22,59,0.9491525423728814,56.0,41.34666666666667
2020-12-23,0,0.9491525423728814,0.0,0.0
2020-12-24,0,0.9491525423728814,0.0,0.0
2020-12-25,0,0.9491525423728814,0.0,0.0
2020-12-26,0,0.9491525423728814,0.0,0.0
2020-12-27,60,0.5833333333333334,35.0,25.84166666666667
2020-12-28,49,0.5833333333333334,28.583333333333336,21.10402777777778
2020-12-29,52,0.5833333333333334,30.333333333333336,22.396111111111114
2020-12-30,0,0.5833333333333334,0.0,0.0
2020-12-31,0,0.5833333333333334,0.0,0.0
2021-01-01,0,0.5833333333333334,0.0,0.0
2021-01-02,67,0.5833333333333334,39.083333333333336,28.856527777777778
2021-01-03,72,0.395985401459854,28.510948905109487,21.050583941605836
2021-01-04,91,0.395985401459854,36.034671532846716,26.60559914841849
2021-01-05,86,0.395985401459854,34.05474452554744,25.143753041362526
2021-01-06,85,0.395985401459854,33.65875912408759,24.851383819951337
2021-01-07,67,0.395985401459854,26.53102189781022,19.588737834549878
2021-01-08,89,0.395985401459854,35.24270072992701,26.02086070559611
2021-01-09,58,0.395985401459854,22.967153284671532,16.957414841849147
2021-01-10,100,0.4628099173553719,46.28099173553719,34.17079889807163
2021-01-11,69,0.4628099173553719,31.933884297520663,23.57785123966942
2021-01-12,86,0.4628099173553719,39.80165289256198,29.3868870523416
2021-01-13,89,0.4628099173553719,41.1900826446281,30.412011019283746
2021-01-14,84,0.4628099173553719,38.87603305785124,28.703471074380165
2021-01-15,56,0.4628099173553719,25.917355371900825,19.13564738292011
2021-01-16,0,0.4628099173553719,0.0,0.0
2021-01-17,76,0.3949416342412451,30.01556420233463,22.1614915693904
2021-01-18,93,0.3949416342412451,36.72957198443579,27.118667315175095
2021-01-19,75,0.3949416342412451,29.620622568093385,21.86989299610895
2021-01-20,72,0.3949416342412451,28.43579766536965,20.99509727626459
2021-01-21,46,0.3949416342412451,18.167315175097276,13.413534370946822
2021-01-22,98,0.3949416342412451,38.704280155642024,28.576660181582366
2021-01-23,54,0.3949416342412451,21.326848249027236,15.746322957198444
2021-01-24,100,0.4699074074074074,46.99074074074074,34.69483024691358
2021-01-25,77,0.4699074074074074,36.18287037037037,26.715019290123454
2021-01-26,70,0.4699074074074074,32.89351851851852,24.28638117283951
2021-01-27,80,0.4699074074074074,37.59259259259259,27.75586419753086
2021-01-28,54,0.4699074074074074,25.375,18.735208333333333
2021-01-29,51,0.4699074074074074,23.965277777777775,17.694363425925925
2021-01-30,0,0.4699074074074074,0.0,0.0
2021-01-31,76,0.4481236203090508,34.05739514348786,25.145710080941868
2021-02-01,81,0.4481236203090508,36.29801324503311,26.80003311258278
2021-02-02,86,0.4481236203090508,38.53863134657837,28.4543561442237
2021-02-03,47,0.4481236203090508,21.061810154525386,15.550636497424577
2021-02-04,75,0.4481236203090508,33.60927152317881,24.81484547461369
2021-02-05,42,0.4481236203090508,18.821192052980134,13.896313465783667
2021-02-06,46,0.4481236203090508,20.613686534216335,15.219771891096395
2021-02-07,65,0.4449877750611247,28.924205378973106,21.355704971475145
2021-02-08,67,0.4449877750611247,29.814180929095354,22.01280358598207
2021-02-09,43,0.4449877750611247,19.13447432762836,14.12762021189894
2021-02-10,76,0.4449877750611247,33.81907090464548,24.969747351263248
2021-02-11,57,0.4449877750611247,25.364303178484107,18.727310513447435
2021-02-12,47,0.4449877750611247,20.91442542787286,15.441817440912795
2021-02-13,54,0.4449877750611247,24.029339853300733,17.741662591687042
2021-02-14,0,0.5494186046511628,0.0,0.0
2021-02-15,42,0.5494186046511628,23.075581395348838,17.03747093023256
2021-02-16,69,0.5494186046511628,37.90988372093023,27.99013081395349
2021-02-17,83,0.5494186046511628,45.60174418604651,33.66928779069767
2021-02-18,74,0.5494186046511628,40.656976744186046,30.0184011627907
2021-02-19,76,0.5494186046511628,41.75581395348837,30.829709302325583
2021-02-20,0,0.5494186046511628,0.0,0.0
2021-02-21,50,0.4592760180995475,22.963800904977376,16.954939668174962
2021-02-22,47,0.4592760180995475,21.585972850678733,15.937643288084466
2021-02-23,70,0.4592760180995475,32.14932126696832,23.736915535444943
2021-02-24,81,0.4592760180995475,37.20135746606335,27.46700226244344
2021-02-25,71,0.4592760180995475,32.60859728506787,24.076014328808448
2021-02-26,79,0.4592760180995475,36.282805429864254,26.78880467571644
2021-02-27,44,0.4592760180995475,20.20814479638009,14.920346907993967
2021-02-28,79,0.4405594405594406,34.80419580419581,25.697097902097905
2021-03-01,43,0.4405594405594406,18.944055944055943,13.98702797202797
2021-03-02,63,0.4405594405594406,27.755244755244757,20.49262237762238
2021-03-03,71,0.4405594405594406,31.27972027972028,23.094860139860142
2021-03-04,71,0.4405594405594406,31.27972027972028,23.094860139860142
2021-03-05,54,0.4405594405594406,23.79020979020979,17.565104895104895
2021-03-06,48,0.4405594405594406,21.146853146853147,15.613426573426572
2021-03-07,70,0.4016393442622951,28.114754098360656,20.75806010928962
2021-03-08,85,0.4016393442622951,34.13934426229508,25.20621584699454
2021-03-09,66,0.4016393442622951,26.508196721311474,19.571885245901637
2021-03-10,100,0.4016393442622951,40.16393442622951,29.654371584699458
2021-03-11,69,0.4016393442622951,27.71311475409836,20.461516393442622
2021-03-12,54,0.4016393442622951,21.688524590163933,16.013360655737703
2021-03-13,44,0.4016393442622951,17.672131147540984,13.04792349726776
2021-03-14,92,0.4468085106382978,41.106382978723396,30.35021276595744
2021-03-15,87,0.4468085106382978,38.87234042553191,28.70074468085106
2021-03-16,64,0.4468085106382978,28.59574468085106,21.1131914893617
