date,social distancing,search_interest_weight,rescaled_rsv,normalized_rescaled_rsv
2020-07-01,49,0.5867052023121387,28.748554913294797,17.153304431599228
2020-07-02,72,0.5867052023121387,42.24277456647399,25.204855491329482
2020-07-03,43,0.5867052023121387,25.228323699421967,15.052899807321774
2020-07-04,54,0.5867052023121387,31.68208092485549,18.903641618497108
2020-07-05,0,0.550561797752809,0.0,0.0
2020-07-06,100,0.550561797752809,55.0561797752809,32.850187265917604
2020-07-07,62,0.550561797752809,34.13483146067416,20.367116104868913
2020-07-08,56,0.550561797752809,30.831460674157306,18.396104868913856
2020-07-09,74,0.550561797752809,40.741573033707866,24.309138576779024
2020-07-10,0,0.550561797752809,0.0,0.0
2020-07-11,64,0.550561797752809,35.235955056179776,21.024119850187265
2020-07-12,46,0.4842767295597484,22.276729559748425,13.291781970649893
2020-07-13,50,0.4842767295597484,24.213836477987417,14.44758909853249
2020-07-14,55,0.4842767295597484,26.635220125786162,15.892348008385742
2020-07-15,53,0.4842767295597484,25.666666666666664,15.314444444444442
2020-07-16,46,0.4842767295597484,22.276729559748425,13.291781970649893
2020-07-17,0,0.4842767295597484,0.0,0.0
2020-07-18,68,0.4842767295597484,32.93081761006289,19.648721174004187
2020-07-19,0,0.4363143631436314,0.0,0.0
2020-07-20,69,0.4363143631436314,30.10569105691057,17.963062330623305
2020-07-21,75,0.4363143631436314,32.72357723577235,19.5250677506775
2020-07-22,77,0.4363143631436314,33.59620596205962,20.045736224028907
2020-07-23,68,0.4363143631436314,29.669376693766935,17.702728093947602
2020-07-24,0,0.4363143631436314,0.0,0.0
2020-07-25,80,0.4363143631436314,34.90514905149051,20.826738934056007
2020-07-26,0,0.564516129032258,0.0,0.0
2020-07-27,72,0.564516129032258,40.64516129032258,24.2516129032258
2020-07-28,100,0.564516129032258,56.4516129032258,33.68279569892473
2020-07-29,76,0.564516129032258,42.90322580645161,25.59892473118279
2020-07-30,0,0.564516129032258,0.0,0.0
2020-07-31,0,0.564516129032258,0.0,0.0
2020-08-01,0,0.564516129032258,0.0,0.0
2020-08-02,88,0.3188720173535792,28.060737527114966,16.74290672451193
2020-08-03,85,0.3188720173535792,27.104121475054228,16.17212581344902
2020-08-04,78,0.3188720173535792,24.872017353579174,14.840303687635572
2020-08-05,76,0.3188720173535792,24.234273318872017,14.459783080260301
2020-08-06,0,0.3188720173535792,0.0,0.0
2020-08-07,59,0.3188720173535792,18.81344902386117,11.225357917570499
2020-08-08,75,0.3188720173535792,23.91540130151844,14.269522776572668
2020-08-09,0,0.3316708229426434,0.0,0.0
2020-08-10,87,0.3316708229426434,28.855361596009974,17.217032418952616
2020-08-11,79,0.3316708229426434,26.201995012468828,15.633857024106398
2020-08-12,79,0.3316708229426434,26.201995012468828,15.633857024106398
2020-08-13,91,0.3316708229426434,30.18204488778055,18.008620116375727
2020-08-14,0,0.3316708229426434,0.0,0.0
2020-08-15,65,0.3316708229426434,21.55860349127182,12.86330008312552
2020-08-16,0,0.5022421524663677,0.0,0.0
2020-08-17,0,0.5022421524663677,0.0,0.0
2020-08-18,93,0.5022421524663677,46.7085201793722,27.869417040358748
2020-08-19,0,0.5022421524663677,0.0,0.0
2020-08-20,63,0.5022421524663677,31.641255605381165,18.87928251121076
2020-08-21,0,0.5022421524663677,0.0,0.0
2020-08-22,67,0.5022421524663677,33.65022421524664,20.07796711509716
2020-08-23,0,0.4767025089605735,0.0,0.0
2020-08-24,81,0.4767025089605735,38.61290322580645,23.039032258064513
2020-08-25,71,0.4767025089605735,33.84587813620072,20.194707287933095
2020-08-26,0,0.4767025089605735,0.0,0.0
2020-08-27,71,0.4767025089605735,33.84587813620072,20.194707287933095
2020-08-28,56,0.4767025089605735,26.695340501792113,15.92821983273596
2020-08-29,0,0.4767025089605735,0.0,0.0
2020-08-30,0,0.5478260869565218,0.0,0.0
2020-08-31,84,0.5478260869565218,46.01739130434783,27.45704347826087
2020-09-01,56,0.5478260869565218,30.67826086956522,18.304695652173912
2020-09-02,0,0.5478260869565218,0.0,0.0
2020-09-03,0,0.5478260869565218,0.0,0.0
2020-09-04,90,0.5478260869565218,49.30434782608696,29.418260869565216
2020-09-05,0,0.5478260869565218,0.0,0.0
2020-09-06,59,0.4897119341563786,28.893004115226336,17.23949245541838
2020-09-07,0,0.4897119341563786,0.0,0.0
2020-09-08,73,0.4897119341563786,35.748971193415635,21.330219478737995
2020-09-09,0,0.4897119341563786,0.0,0.0
2020-09-10,62,0.4897119341563786,30.362139917695472,18.116076817558298
2020-09-11,49,0.4897119341563786,23.99588477366255,14.317544581618655
2020-09-12,0,0.4897119341563786,0.0,0.0
2020-09-13,64,0.4209354120267261,26.93986636971047,16.07412026726058
2020-09-14,82,0.4209354120267261,34.516703786191535,20.594966592427614
2020-09-15,71,0.4209354120267261,29.886414253897552,17.832227171492203
2020-09-16,100,0.4209354120267261,42.093541202672604,25.115812917594653
2020-09-17,94,0.4209354120267261,39.56792873051225,23.608864142538973
2020-09-18,17,0.4209354120267261,7.155902004454343,4.26968819599109
2020-09-19,21,0.4209354120267261,8.839643652561248,5.274320712694878
2020-09-20,23,1.8260869565217392,42.0,25.06
2020-09-21,26,1.8260869565217392,47.47826086956522,28.328695652173913
2020-09-22,20,1.8260869565217392,36.52173913043478,21.791304347826085
2020-09-23,10,1.8260869565217392,18.26086956521739,10.895652173913042
2020-09-24,13,1.8260869565217392,23.73913043478261,14.164347826086956
2020-09-25,0,1.8260869565217392,0.0,0.0
