,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.30032745860950216,0.9999999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.3352414500822934,0.38984427053799253,1.000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.26487112336803753,0.2885594278411306,0.267533106163254,1.000000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.22449222991771012,0.2303929174334598,0.17397458136200933,0.24590235480499187,1.0000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.37118095120732725,0.23979527645694174,0.2433036421104309,0.3118934808021866,0.3817067545386576,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.39175026316303435,0.25604877282553684,0.3345765319135538,0.27172482288467725,0.3976840227187558,0.2135399159815484,0.9999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.2687687614923686,0.2939561573885308,0.3563014990885207,0.27972961929190626,0.2171580640944982,0.22774511761030178,0.24765190000241052,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.2382595820276034,0.2586273312728253,0.18775400881620277,0.22443639553847194,0.14859689026859518,0.23893604771151433,0.24922220353237237,0.26716577911319284,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.296248552723858,0.3099884912846369,0.26374355770635344,0.42225215025230434,0.27524974979202727,0.326350925767302,0.2781099506392468,0.2938390286949765,0.28529896354631135,1.0000000000000004,0.0,0.0,0.0,0.0,0.0
Frontliners,0.2556607483772607,0.35716483194760695,0.5100603952360692,0.2598165247835672,0.27311639042342917,0.24769236615727347,0.22355158183006033,0.32840434151139714,0.3584065516623352,0.27784671105319364,1.0,0.0,0.0,0.0,0.0
masks,0.3671765107807212,0.28633598338416305,0.3480813435219699,0.21940129669320985,0.23459958203098366,0.29507773339254534,0.27891825788247665,0.2985189835339599,0.22053968112734407,0.2821166606791827,0.3224644184849188,0.9999999999999994,0.0,0.0,0.0
Quarantine,0.29645084672252187,0.1983260629027819,0.29703756184316527,0.39320031593276045,0.1332976165006317,0.33016325603969754,0.4561486930545755,0.26824842823918776,0.4325612182221878,0.2830271325210583,0.23357163272046624,0.3649127094472461,1.0000000000000016,0.0,0.0
social distancing,0.3301454654463163,0.3860708048184793,0.3362905579205914,0.16025637377920843,0.3754151637236996,0.19506800021258106,0.18553211683439072,0.33162826370749793,0.3383159385120476,0.13758014717042136,0.35420594103033853,0.23124275429897023,0.18011374320593945,1.0000000000000007,0.0
work from home,0.4324725608235345,0.27301601142210125,0.4031767942815624,0.27050710054549126,0.3921656432714075,0.2962644245103996,0.25203591561069566,0.2535319049712523,0.24335659131453408,0.23846423409021306,0.24542960200288827,0.33381892452170187,0.29844450619085416,0.2487224270423113,0.9999999999999983
