,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.4634141333868397,1.0000000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.3492427632471398,0.22915920636761242,0.9999999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.27193946310051265,0.2632486748486909,0.39692325666598105,1.0000000000000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.44258478376709176,0.23847242026970142,0.23430268615284403,0.2658693377949034,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.2338659718407399,0.2790992942164294,0.34842447670263105,0.33229054227138605,0.26317800223751947,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.29319189578672883,0.27245349679857805,0.3341600670817917,0.2558615438851485,0.17512992854559423,0.26302472441616953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.3906889677244431,0.32104801796014115,0.2606901988674361,0.2382097505176443,0.20916790796333,0.30550667540566767,0.19485761865204304,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.6170921320550855,0.3898802375003265,0.29029374346362663,0.33559390874074124,0.26827026628368467,0.40979627225395293,0.2808399211267207,0.24623690723938674,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.6834162975225069,0.48603852969413464,0.3168785782226433,0.20392871632592993,0.5716450522337513,0.3536466949523058,0.23494332049603087,0.24003347177859602,0.5468461220641838,1.0,0.0,0.0,0.0,0.0,0.0
Frontliners,0.5781246975399685,0.3012849383010799,0.30548413245326556,0.42884034690927825,0.3137385422794731,0.2905907102514216,0.3375880348649484,0.403415869058944,0.48753015244894166,0.5554193524407026,1.0,0.0,0.0,0.0,0.0
masks,0.35230060054762075,0.3251124459854184,0.41615602132356155,0.26350070390916214,0.27330792142740223,0.43966021039067765,0.3999257325752919,0.18285138994348504,0.3982243956461545,0.41765303494684136,0.39565758141307117,1.0,0.0,0.0,0.0
Quarantine,0.3347570208313257,0.2963171042015039,0.2704388350676968,0.4699310348551904,0.310491408042124,0.2929819482933724,0.33698892234870065,0.3902607622544387,0.6521471007776252,0.32150325582506284,0.2751404930742235,0.25823179267628155,0.9999999999999942,0.0,0.0
social distancing,0.2102690512430668,0.3395585167643061,0.24330295028000776,0.27916950161031234,0.1610082245482431,0.13371599089255495,0.20408394997209667,0.15794980286572494,0.18294263641540248,0.17508661670214612,0.1926247891487984,0.3168244036024634,0.21117210649566173,0.9999999999999998,0.0
work from home,0.31329040588693374,0.29362343058929685,0.2750230278636426,0.30394875392115683,0.259594811381761,0.4747578782010004,0.3743953810802797,0.2908519136053568,0.40792164393229174,0.2914375938738185,0.3697035687287376,0.29393964546389045,0.2887676701856738,0.18294244397495563,1.0000000000000007
