,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.4046474427037637,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.36816885911341424,0.3571268781422047,0.9999999999999758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.30659024011842634,0.24112525977556323,0.26365638859712054,0.9999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.2506584345060569,0.19962096566837353,0.23164350640570142,0.27079027187663773,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.2700295284464666,0.25729867677706214,0.20636100070665625,0.2443383575080708,0.3637502438259504,0.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3720286003121555,0.24150302763793582,0.3018501203036472,0.2678099934706211,0.35546336413456026,0.23267231211846817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.33462246395313877,0.38747379565349355,0.2809590513782795,0.29825397528968833,0.243123469173444,0.2627842051272058,0.40676044560398533,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.29398947267625775,0.20130525674960353,0.2874841589746855,0.22080682157418163,0.1653563599861415,0.18268518787445545,0.3128004059087812,0.2708045077947071,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.36397415748803064,0.21695332390371963,0.2956959549655554,0.3034735145543705,0.19249422456168175,0.30748692859081245,0.2950981005277243,0.30246196527650804,0.27833192871477425,0.9999999999999992,0.0,0.0,0.0,0.0,0.0
Frontliners,0.3151438374545753,0.5825924830681746,0.49329629174106493,0.24101240872770466,0.16608569142190285,0.17055963512078848,0.2767190539345393,0.27561182585727884,0.34104143899816647,0.1761727656798962,0.9999999999999998,0.0,0.0,0.0,0.0
masks,0.2860746068609668,0.2226853057775142,0.3380030315786014,0.26214766626048097,0.22128459573253836,0.38052471254639686,0.1984522691531952,0.2672795319368802,0.13596254535714788,0.19838871366833027,0.3391297536429301,0.9999999999999992,0.0,0.0,0.0
Quarantine,0.22171140788150606,0.21300577534844553,0.28116852706859785,0.27668756805688977,0.17720815399299647,0.2018544558200633,0.49383204162873806,0.28852940270954014,0.39526115981203186,0.24680738276940556,0.30833730733228243,0.3261930414779871,0.9999999999999972,0.0,0.0
social distancing,0.36863466539456613,0.47032009209111625,0.23209983391474054,0.16609176639531859,0.1444274764379942,0.18373684802389134,0.24601335357471887,0.20223919355912112,0.2883905158779715,0.13232775606083583,0.23075881949331337,0.16114551458797688,0.2801282528572677,0.9999999999999982,0.0
work from home,0.3541887820188965,0.22352923045903356,0.3258799488232836,0.2816861536419259,0.4543461465531912,0.27659059108981865,0.25285645744632196,0.27833208763694806,0.17414007614506083,0.20382890115207625,0.20902245564979197,0.3111875698476786,0.35714854350672653,0.3070828944171284,0.9999999999999996
