,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.2915264406920737,1.000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.1861102037740878,0.2679494366982395,0.9999999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.3998491138939205,0.26131373314925893,0.2303872064458857,0.9999999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.24109637770590267,0.13332372852723354,0.12192582653144586,0.33072388263916314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.25811066950089395,0.4707531282017134,0.2743516198263029,0.41685728623830287,0.2729482239091966,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3656059009404128,0.23018473543912912,0.27767069111321263,0.39519227066920437,0.2824463740113756,0.2629113122216353,0.9999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.2021759634328937,0.23372272893829216,0.22558927621614938,0.2248219132343389,0.3255905817830094,0.2857557080820365,0.33702254514462776,1.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.18915353062336898,0.4049480046811754,0.2594438767338632,0.15699582725640626,0.2983070262757918,0.1887487597536409,0.2048069293625136,0.35340311382190304,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.27980915460974276,0.4376022976473827,0.43592324310154196,0.2501251465290619,0.14191819355251367,0.24716186546391086,0.29883839807883184,0.36114694693365645,0.25439100286288197,1.0000000000000004,0.0,0.0,0.0,0.0,0.0
Frontliners,0.23392646573381215,0.3232200762813618,0.3274469159888002,0.3621252801258011,0.2432036621850586,0.29458078734840587,0.3413251402410612,0.25772067556041994,0.4977661209787191,0.42344148949458993,1.000000000000001,0.0,0.0,0.0,0.0
masks,0.20079529598329227,0.2644583817161122,0.2592432214726821,0.26204733692950544,0.22905752879717084,0.1990256066108805,0.2386681885688059,0.1786699258876544,0.2688589115056815,0.2612539267847633,0.2885911087078168,1.0000000000000004,0.0,0.0,0.0
Quarantine,0.23548929608869915,0.3214153391859332,0.35715016117291887,0.24548023619653478,0.14907171506116557,0.2717131500651925,0.2800141889306767,0.2859513809391198,0.3609089301965811,0.593528323725981,0.4558990450619773,0.3184306638750403,0.9999999999999922,0.0,0.0
social distancing,0.18203391834518867,0.25442259023005,0.23223033796453424,0.38002405227753966,0.30709838842298437,0.28955508569772104,0.20711159717893304,0.24901568051964865,0.3896242908963811,0.30055083139870253,0.3999993840919284,0.13301911510425932,0.28748526941152996,0.9999999999999998,0.0
work from home,0.3319790752606091,0.23988826376067784,0.27055777749532406,0.34294992146863224,0.3519931884159065,0.33499333237838996,0.2745826510029643,0.3802818576947014,0.42722335699565794,0.28797832293721454,0.17231369532192464,0.15702126535385283,0.45409547540149414,0.2646698674275347,1.0
