,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.2871512267311753,1.0000000000000138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.30414903618926964,0.286192015301812,1.000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.3506772076759184,0.2612792231543169,0.26787115052924043,1.0000000000000129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.25709674864931903,0.18830460384888528,0.1888474099867834,0.20615619105021546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.3517840277587046,0.2109398248035072,0.3445276449580786,0.24560211624752543,0.18825565945585648,1.0000000000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.32309014163205957,0.24401744745680043,0.2776785669950946,0.24145206574648279,0.3561443908303785,0.28543487886880925,1.0000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.23618131861887998,0.4153845835707813,0.2726352487953335,0.3534709511523488,0.27762627282734276,0.2699564880005855,0.38630192501360444,1.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.14121934041168602,0.40953448100484524,0.32256156833738625,0.22075958522718875,0.2629901348436467,0.2527540732502652,0.3467959268786513,0.293223824844194,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.3469733443286279,0.28066389025112154,0.32407606359371477,0.25400695183064537,0.24611857665247447,0.2629962977214173,0.2963400057807005,0.24042400658921217,0.20976620518423406,0.9999999999999997,0.0,0.0,0.0,0.0,0.0
Frontliners,0.29246959685968943,0.3527955189927382,0.5369716700007306,0.20092976477667315,0.1335564446282534,0.24154594141145289,0.16901761137404592,0.22822574027120132,0.1876185972477799,0.22138449826055812,0.999999999999999,0.0,0.0,0.0,0.0
masks,0.2735997065299598,0.24446735668372038,0.48541015421034256,0.16458461992227627,0.23296999808504756,0.3910651237533538,0.2403126498396207,0.35692788356585364,0.1784045052579562,0.19746408292399412,0.37553592334659813,1.0000000000000002,0.0,0.0,0.0
Quarantine,0.2669249310377748,0.310503510084476,0.31221561679053644,0.24507399104888622,0.2681207215185456,0.29862469485564347,0.4979140027527337,0.3726470016249703,0.34072751848016763,0.2531339738933741,0.23243129532288684,0.22174804111632412,0.9999999999999885,0.0,0.0
social distancing,0.35293522396004573,0.2717527349386893,0.2714770255483012,0.1866310317312022,0.23449260341140574,0.20469479793550407,0.21136912585570533,0.23267391360097153,0.12986043580254136,0.11841343526025798,0.19107916588616178,0.14172014242150827,0.24996797691437983,0.9999999999999992,0.0
work from home,0.3435009750866979,0.3170035743506035,0.31576245970802885,0.23741427578784213,0.24300149918620978,0.2452268366642171,0.22446894512540064,0.3568539127963115,0.3918012038277595,0.237989468304411,0.25976851794273265,0.32927685693930164,0.3700668204630498,0.23575521547542747,0.9999999999999988
