date,ubo,isPartial
2020-05-31,0,False
2020-06-01,46,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,54,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,39,False
2020-06-11,46,False
2020-06-12,0,False
2020-06-13,51,False
2020-06-14,55,False
2020-06-15,36,False
2020-06-16,0,False
2020-06-17,49,False
2020-06-18,42,False
2020-06-19,49,False
2020-06-20,49,False
2020-06-21,62,False
2020-06-22,57,False
2020-06-23,0,False
2020-06-24,85,False
2020-06-25,47,False
2020-06-26,72,False
2020-06-27,78,False
2020-06-28,100,False
2020-06-29,58,False
2020-06-30,44,False
