date,ubo,isPartial
2021-01-16,71,False
2021-01-17,80,False
2021-01-18,71,False
2021-01-19,75,False
2021-01-20,96,False
2021-01-21,76,False
2021-01-22,87,False
2021-01-23,48,False
2021-01-24,0,False
2021-01-25,46,False
2021-01-26,73,False
2021-01-27,62,False
2021-01-28,67,False
2021-01-29,84,False
2021-01-30,73,False
2021-01-31,61,False
2021-02-01,47,False
2021-02-02,72,False
2021-02-03,62,False
2021-02-04,64,False
2021-02-05,51,False
2021-02-06,49,False
2021-02-07,100,False
2021-02-08,43,False
2021-02-09,58,False
2021-02-10,59,False
2021-02-11,64,False
2021-02-12,88,False
2021-02-13,55,False
2021-02-14,52,False
2021-02-15,0,False
