date,ubo,isPartial
2020-04-21,0,False
2020-04-22,60,False
2020-04-23,0,False
2020-04-24,0,False
2020-04-25,0,False
2020-04-26,52,False
2020-04-27,0,False
2020-04-28,0,False
2020-04-29,100,False
2020-04-30,72,False
2020-05-01,59,False
2020-05-02,0,False
2020-05-03,0,False
2020-05-04,55,False
2020-05-05,0,False
2020-05-06,0,False
2020-05-07,62,False
2020-05-08,0,False
2020-05-09,56,False
2020-05-10,0,False
2020-05-11,0,False
2020-05-12,0,False
2020-05-13,0,False
2020-05-14,0,False
2020-05-15,61,False
2020-05-16,0,False
2020-05-17,0,False
2020-05-18,0,False
2020-05-19,0,False
2020-05-20,0,False
2020-05-21,0,False
