date,ubo,isPartial
2020-10-04,0,False
2020-10-05,56,False
2020-10-06,73,False
2020-10-07,54,False
2020-10-08,55,False
2020-10-09,92,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,75,False
2020-10-13,79,False
2020-10-14,55,False
2020-10-15,58,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,78,False
2020-10-19,57,False
2020-10-20,52,False
2020-10-21,91,False
2020-10-22,74,False
2020-10-23,72,False
2020-10-24,86,False
2020-10-25,0,False
2020-10-26,78,False
2020-10-27,77,False
2020-10-28,62,False
2020-10-29,100,False
2020-10-30,79,False
2020-10-31,0,False
2020-11-01,74,False
2020-11-02,89,False
2020-11-03,56,False
