date,ubo,isPartial
2020-06-04,0,False
2020-06-05,0,False
2020-06-06,43,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,51,False
2020-06-13,0,False
2020-06-14,80,False
2020-06-15,47,False
2020-06-16,0,False
2020-06-17,58,False
2020-06-18,0,False
2020-06-19,42,False
2020-06-20,41,False
2020-06-21,50,False
2020-06-22,53,False
2020-06-23,37,False
2020-06-24,68,False
2020-06-25,0,False
2020-06-26,64,False
2020-06-27,62,False
2020-06-28,100,False
2020-06-29,59,False
2020-06-30,47,False
2020-07-01,59,False
2020-07-02,42,False
2020-07-03,57,False
2020-07-04,70,False
