date,ubo,isPartial
2021-02-14,0,False
2021-02-15,37,False
2021-02-16,72,False
2021-02-17,47,False
2021-02-18,57,False
2021-02-19,55,False
2021-02-20,67,False
2021-02-21,51,False
2021-02-22,55,False
2021-02-23,0,False
2021-02-24,54,False
2021-02-25,69,False
2021-02-26,60,False
2021-02-27,53,False
2021-02-28,72,False
2021-03-01,79,False
2021-03-02,62,False
2021-03-03,57,False
2021-03-04,48,False
2021-03-05,43,False
2021-03-06,74,False
2021-03-07,100,False
2021-03-08,43,False
2021-03-09,71,False
2021-03-10,57,False
2021-03-11,65,False
2021-03-12,77,False
2021-03-13,0,False
2021-03-14,64,False
2021-03-15,63,False
2021-03-16,66,False
