date,ubo,isPartial
2021-01-05,57,False
2021-01-06,57,False
2021-01-07,58,False
2021-01-08,52,False
2021-01-09,77,False
2021-01-10,100,False
2021-01-11,63,False
2021-01-12,62,False
2021-01-13,57,False
2021-01-14,0,False
2021-01-15,42,False
2021-01-16,61,False
2021-01-17,69,False
2021-01-18,61,False
2021-01-19,64,False
2021-01-20,83,False
2021-01-21,66,False
2021-01-22,75,False
2021-01-23,41,False
2021-01-24,0,False
2021-01-25,39,False
2021-01-26,63,False
2021-01-27,54,False
2021-01-28,58,False
2021-01-29,72,False
2021-01-30,62,False
2021-01-31,52,False
2021-02-01,40,False
2021-02-02,62,False
2021-02-03,53,False
2021-02-04,56,False
