date,ubo,isPartial
2020-10-25,63,False
2020-10-26,52,False
2020-10-27,63,False
2020-10-28,52,False
2020-10-29,53,False
2020-10-30,74,False
2020-10-31,63,False
2020-11-01,71,False
2020-11-02,0,False
2020-11-03,84,False
2020-11-04,49,False
2020-11-05,60,False
2020-11-06,97,False
2020-11-07,64,False
2020-11-08,95,False
2020-11-09,52,False
2020-11-10,49,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,72,False
2020-11-14,0,False
2020-11-15,77,False
2020-11-16,79,False
2020-11-17,100,False
2020-11-18,91,False
2020-11-19,56,False
2020-11-20,0,False
2020-11-21,74,False
2020-11-22,87,False
2020-11-23,53,False
2020-11-24,68,False
