date,ubo,isPartial
2021-02-08,45,False
2021-02-09,60,False
2021-02-10,61,False
2021-02-11,66,False
2021-02-12,91,False
2021-02-13,57,False
2021-02-14,54,False
2021-02-15,0,False
2021-02-16,66,False
2021-02-17,57,False
2021-02-18,63,False
2021-02-19,47,False
2021-02-20,95,False
2021-02-21,92,False
2021-02-22,56,False
2021-02-23,0,False
2021-02-24,74,False
2021-02-25,80,False
2021-02-26,77,False
2021-02-27,0,False
2021-02-28,78,False
2021-03-01,80,False
2021-03-02,59,False
2021-03-03,49,False
2021-03-04,93,False
2021-03-05,0,False
2021-03-06,61,False
2021-03-07,89,False
2021-03-08,69,False
2021-03-09,100,False
2021-03-10,76,False
