date,ubo,isPartial
2020-07-31,95,False
2020-08-01,95,False
2020-08-02,82,False
2020-08-03,61,False
2020-08-04,91,False
2020-08-05,91,False
2020-08-06,100,False
2020-08-07,65,False
2020-08-08,66,False
2020-08-09,83,False
2020-08-10,83,False
2020-08-11,0,False
2020-08-12,0,False
2020-08-13,68,False
2020-08-14,61,False
2020-08-15,70,False
2020-08-16,93,False
2020-08-17,0,False
2020-08-18,55,False
2020-08-19,59,False
2020-08-20,81,False
2020-08-21,0,False
2020-08-22,83,False
2020-08-23,0,False
2020-08-24,94,False
2020-08-25,69,False
2020-08-26,56,False
2020-08-27,0,False
2020-08-28,0,False
2020-08-29,75,False
2020-08-30,0,False
