date,ubo,isPartial
2020-09-27,89,False
2020-09-28,0,False
2020-09-29,70,False
2020-09-30,0,False
2020-10-01,65,False
2020-10-02,0,False
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,61,False
2020-10-06,80,False
2020-10-07,58,False
2020-10-08,59,False
2020-10-09,100,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,81,False
2020-10-13,86,False
2020-10-14,60,False
2020-10-15,63,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,84,False
2020-10-19,62,False
2020-10-20,56,False
2020-10-21,99,False
2020-10-22,80,False
2020-10-23,78,False
2020-10-24,93,False
2020-10-25,0,False
2020-10-26,84,False
2020-10-27,84,False
