date,ubo,isPartial
2020-11-26,95,False
2020-11-27,52,False
2020-11-28,0,False
2020-11-29,97,False
2020-11-30,59,False
2020-12-01,66,False
2020-12-02,59,False
2020-12-03,65,False
2020-12-04,71,False
2020-12-05,75,False
2020-12-06,83,False
2020-12-07,54,False
2020-12-08,84,False
2020-12-09,87,False
2020-12-10,0,False
2020-12-11,0,False
2020-12-12,63,False
2020-12-13,100,False
2020-12-14,57,False
2020-12-15,60,False
2020-12-16,86,False
2020-12-17,68,False
2020-12-18,58,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,67,False
2020-12-23,0,False
2020-12-24,93,False
2020-12-25,0,False
2020-12-26,66,False
