date,ubo,isPartial
2020-11-06,93,False
2020-11-07,61,False
2020-11-08,91,False
2020-11-09,50,False
2020-11-10,47,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,70,False
2020-11-14,0,False
2020-11-15,74,False
2020-11-16,76,False
2020-11-17,96,False
2020-11-18,88,False
2020-11-19,54,False
2020-11-20,0,False
2020-11-21,71,False
2020-11-22,84,False
2020-11-23,51,False
2020-11-24,66,False
2020-11-25,100,False
2020-11-26,96,False
2020-11-27,72,False
2020-11-28,0,False
2020-11-29,90,False
2020-11-30,72,False
2020-12-01,71,False
2020-12-02,65,False
2020-12-03,52,False
2020-12-04,73,False
2020-12-05,93,False
2020-12-06,81,False
