date,ubo,isPartial
2020-11-30,59,False
2020-12-01,47,False
2020-12-02,66,False
2020-12-03,48,False
2020-12-04,68,False
2020-12-05,62,False
2020-12-06,52,False
2020-12-07,52,False
2020-12-08,68,False
2020-12-09,57,False
2020-12-10,0,False
2020-12-11,0,False
2020-12-12,48,False
2020-12-13,72,False
2020-12-14,0,False
2020-12-15,53,False
2020-12-16,78,False
2020-12-17,54,False
2020-12-18,45,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,0,False
2020-12-23,50,False
2020-12-24,0,False
2020-12-25,100,False
2020-12-26,48,False
2020-12-27,92,False
2020-12-28,59,False
2020-12-29,67,False
2020-12-30,64,False
