date,ubo,isPartial
2020-03-25,92,False
2020-03-26,100,False
2020-03-27,79,False
2020-03-28,68,False
2020-03-29,46,False
2020-03-30,50,False
2020-03-31,51,False
2020-04-01,63,False
2020-04-02,62,False
2020-04-03,0,False
2020-04-04,49,False
2020-04-05,0,False
2020-04-06,40,False
2020-04-07,0,False
2020-04-08,45,False
2020-04-09,47,False
2020-04-10,0,False
2020-04-11,50,False
2020-04-12,0,False
2020-04-13,41,False
2020-04-14,47,False
2020-04-15,38,False
2020-04-16,0,False
2020-04-17,41,False
2020-04-18,39,False
2020-04-19,36,False
2020-04-20,0,False
2020-04-21,0,False
2020-04-22,38,False
2020-04-23,0,False
2020-04-24,0,False
