date,ubo,isPartial
2020-10-14,46,False
2020-10-15,49,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,65,False
2020-10-19,48,False
2020-10-20,43,False
2020-10-21,77,False
2020-10-22,62,False
2020-10-23,60,False
2020-10-24,72,False
2020-10-25,0,False
2020-10-26,65,False
2020-10-27,65,False
2020-10-28,52,False
2020-10-29,84,False
2020-10-30,66,False
2020-10-31,0,False
2020-11-01,62,False
2020-11-02,75,False
2020-11-03,47,False
2020-11-04,63,False
2020-11-05,0,False
2020-11-06,60,False
2020-11-07,0,False
2020-11-08,73,False
2020-11-09,53,False
2020-11-10,46,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,100,False
