date,ecq,isPartial
2020-09-08,100,False
2020-09-09,60,False
2020-09-10,73,False
2020-09-11,72,False
2020-09-12,73,False
2020-09-13,66,False
2020-09-14,85,False
2020-09-15,75,False
2020-09-16,76,False
2020-09-17,72,False
2020-09-18,70,False
2020-09-19,46,False
2020-09-20,0,False
2020-09-21,65,False
2020-09-22,82,False
2020-09-23,77,False
2020-09-24,84,False
2020-09-25,73,False
2020-09-26,0,False
2020-09-27,74,False
2020-09-28,88,False
2020-09-29,91,False
2020-09-30,91,False
2020-10-01,70,False
2020-10-02,52,False
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,78,False
2020-10-06,99,False
2020-10-07,85,False
2020-10-08,91,False
