date,ecq,isPartial
2020-06-19,68,False
2020-06-20,44,False
2020-06-21,36,False
2020-06-22,58,False
2020-06-23,56,False
2020-06-24,41,False
2020-06-25,46,False
2020-06-26,53,False
2020-06-27,47,False
2020-06-28,43,False
2020-06-29,58,False
2020-06-30,100,False
2020-07-01,82,False
2020-07-02,56,False
2020-07-03,53,False
2020-07-04,33,False
2020-07-05,32,False
2020-07-06,63,False
2020-07-07,65,False
2020-07-08,68,False
2020-07-09,48,False
2020-07-10,38,False
2020-07-11,33,False
2020-07-12,30,False
2020-07-13,57,False
2020-07-14,53,False
2020-07-15,93,False
2020-07-16,74,False
2020-07-17,53,False
2020-07-18,41,False
2020-07-19,35,False
