date,ecq,isPartial
2020-04-11,6,False
2020-04-12,9,False
2020-04-13,12,False
2020-04-14,13,False
2020-04-15,16,False
2020-04-16,15,False
2020-04-17,13,False
2020-04-18,14,False
2020-04-19,17,False
2020-04-20,21,False
2020-04-21,21,False
2020-04-22,22,False
2020-04-23,45,False
2020-04-24,57,False
2020-04-25,19,False
2020-04-26,17,False
2020-04-27,23,False
2020-04-28,28,False
2020-04-29,25,False
2020-04-30,32,False
2020-05-01,26,False
2020-05-02,22,False
2020-05-03,20,False
2020-05-04,24,False
2020-05-05,23,False
2020-05-06,19,False
2020-05-07,50,False
2020-05-08,45,False
2020-05-09,47,False
2020-05-10,39,False
2020-05-11,100,False
