date,ecq,isPartial
2020-04-04,16,False
2020-04-05,18,False
2020-04-06,42,False
2020-04-07,41,False
2020-04-08,19,False
2020-04-09,12,False
2020-04-10,12,False
2020-04-11,12,False
2020-04-12,17,False
2020-04-13,22,False
2020-04-14,22,False
2020-04-15,26,False
2020-04-16,27,False
2020-04-17,24,False
2020-04-18,24,False
2020-04-19,31,False
2020-04-20,37,False
2020-04-21,38,False
2020-04-22,38,False
2020-04-23,80,False
2020-04-24,100,False
2020-04-25,35,False
2020-04-26,29,False
2020-04-27,41,False
2020-04-28,50,False
2020-04-29,43,False
2020-04-30,59,False
2020-05-01,46,False
2020-05-02,39,False
2020-05-03,35,False
2020-05-04,44,False
