date,ecq,isPartial
2020-06-26,52,False
2020-06-27,46,False
2020-06-28,40,False
2020-06-29,60,False
2020-06-30,97,False
2020-07-01,79,False
2020-07-02,52,False
2020-07-03,46,False
2020-07-04,31,False
2020-07-05,30,False
2020-07-06,70,False
2020-07-07,64,False
2020-07-08,67,False
2020-07-09,38,False
2020-07-10,37,False
2020-07-11,35,False
2020-07-12,40,False
2020-07-13,54,False
2020-07-14,55,False
2020-07-15,100,False
2020-07-16,74,False
2020-07-17,55,False
2020-07-18,41,False
2020-07-19,33,False
2020-07-20,47,False
2020-07-21,54,False
2020-07-22,66,False
2020-07-23,57,False
2020-07-24,64,False
2020-07-25,56,False
2020-07-26,88,False
