date,ecq,isPartial
2020-04-06,42,False
2020-04-07,41,False
2020-04-08,19,False
2020-04-09,13,False
2020-04-10,12,False
2020-04-11,11,False
2020-04-12,16,False
2020-04-13,21,False
2020-04-14,23,False
2020-04-15,28,False
2020-04-16,27,False
2020-04-17,23,False
2020-04-18,24,False
2020-04-19,31,False
2020-04-20,36,False
2020-04-21,38,False
2020-04-22,38,False
2020-04-23,79,False
2020-04-24,100,False
2020-04-25,34,False
2020-04-26,30,False
2020-04-27,41,False
2020-04-28,49,False
2020-04-29,44,False
2020-04-30,57,False
2020-05-01,46,False
2020-05-02,39,False
2020-05-03,35,False
2020-05-04,43,False
2020-05-05,40,False
2020-05-06,33,False
