date,ecq,isPartial
2020-05-13,100,False
2020-05-14,60,False
2020-05-15,49,False
2020-05-16,46,False
2020-05-17,32,False
2020-05-18,30,False
2020-05-19,23,False
2020-05-20,19,False
2020-05-21,26,False
2020-05-22,20,False
2020-05-23,16,False
2020-05-24,15,False
2020-05-25,19,False
2020-05-26,22,False
2020-05-27,18,False
2020-05-28,20,False
2020-05-29,19,False
2020-05-30,12,False
2020-05-31,10,False
2020-06-01,15,False
2020-06-02,11,False
2020-06-03,9,False
2020-06-04,8,False
2020-06-05,9,False
2020-06-06,7,False
2020-06-07,7,False
2020-06-08,9,False
2020-06-09,10,False
2020-06-10,11,False
2020-06-11,13,False
2020-06-12,20,False
