date,ecq,isPartial
2020-07-03,5,False
2020-07-04,3,False
2020-07-05,3,False
2020-07-06,6,False
2020-07-07,6,False
2020-07-08,7,False
2020-07-09,4,False
2020-07-10,4,False
2020-07-11,3,False
2020-07-12,4,False
2020-07-13,5,False
2020-07-14,5,False
2020-07-15,9,False
2020-07-16,6,False
2020-07-17,4,False
2020-07-18,4,False
2020-07-19,3,False
2020-07-20,4,False
2020-07-21,5,False
2020-07-22,6,False
2020-07-23,5,False
2020-07-24,6,False
2020-07-25,5,False
2020-07-26,7,False
2020-07-27,8,False
2020-07-28,7,False
2020-07-29,7,False
2020-07-30,8,False
2020-07-31,9,False
2020-08-01,13,False
2020-08-02,100,False
