date,ecq,isPartial
2020-08-14,30,False
2020-08-15,31,False
2020-08-16,35,False
2020-08-17,100,False
2020-08-18,36,False
2020-08-19,18,False
2020-08-20,14,False
2020-08-21,9,False
2020-08-22,8,False
2020-08-23,8,False
2020-08-24,10,False
2020-08-25,10,False
2020-08-26,9,False
2020-08-27,8,False
2020-08-28,10,False
2020-08-29,0,False
2020-08-30,7,False
2020-08-31,14,False
2020-09-01,15,False
2020-09-02,7,False
2020-09-03,8,False
2020-09-04,8,False
2020-09-05,7,False
2020-09-06,6,False
2020-09-07,10,False
2020-09-08,9,False
2020-09-09,5,False
2020-09-10,7,False
2020-09-11,7,False
2020-09-12,7,False
2020-09-13,6,False
