date,ecq,isPartial
2020-06-17,100,False
2020-06-18,62,False
2020-06-19,65,False
2020-06-20,40,False
2020-06-21,35,False
2020-06-22,52,False
2020-06-23,45,False
2020-06-24,34,False
2020-06-25,43,False
2020-06-26,48,False
2020-06-27,43,False
2020-06-28,37,False
2020-06-29,56,False
2020-06-30,89,False
2020-07-01,73,False
2020-07-02,48,False
2020-07-03,43,False
2020-07-04,29,False
2020-07-05,28,False
2020-07-06,65,False
2020-07-07,59,False
2020-07-08,62,False
2020-07-09,35,False
2020-07-10,34,False
2020-07-11,32,False
2020-07-12,37,False
2020-07-13,50,False
2020-07-14,51,False
2020-07-15,92,False
2020-07-16,69,False
2020-07-17,51,False
