date,ecq,isPartial
2020-05-16,100,False
2020-05-17,71,False
2020-05-18,68,False
2020-05-19,52,False
2020-05-20,42,False
2020-05-21,59,False
2020-05-22,45,False
2020-05-23,34,False
2020-05-24,32,False
2020-05-25,42,False
2020-05-26,49,False
2020-05-27,41,False
2020-05-28,45,False
2020-05-29,41,False
2020-05-30,27,False
2020-05-31,25,False
2020-06-01,32,False
2020-06-02,24,False
2020-06-03,22,False
2020-06-04,19,False
2020-06-05,19,False
2020-06-06,17,False
2020-06-07,15,False
2020-06-08,22,False
2020-06-09,21,False
2020-06-10,24,False
2020-06-11,30,False
2020-06-12,47,False
2020-06-13,66,False
2020-06-14,65,False
2020-06-15,92,False
