date,ecq,isPartial
2020-08-19,100,False
2020-08-20,82,False
2020-08-21,54,False
2020-08-22,45,False
2020-08-23,44,False
2020-08-24,57,False
2020-08-25,57,False
2020-08-26,49,False
2020-08-27,45,False
2020-08-28,60,False
2020-08-29,0,False
2020-08-30,40,False
2020-08-31,83,False
2020-09-01,88,False
2020-09-02,42,False
2020-09-03,44,False
2020-09-04,44,False
2020-09-05,38,False
2020-09-06,33,False
2020-09-07,59,False
2020-09-08,52,False
2020-09-09,31,False
2020-09-10,38,False
2020-09-11,37,False
2020-09-12,38,False
2020-09-13,34,False
2020-09-14,44,False
2020-09-15,39,False
2020-09-16,40,False
2020-09-17,37,False
2020-09-18,37,False
