date,ecq,isPartial
2020-08-03,100,False
2020-08-04,29,False
2020-08-05,14,False
2020-08-06,14,False
2020-08-07,11,False
2020-08-08,9,False
2020-08-09,8,False
2020-08-10,11,False
2020-08-11,10,False
2020-08-12,11,False
2020-08-13,16,False
2020-08-14,13,False
2020-08-15,13,False
2020-08-16,15,False
2020-08-17,43,False
2020-08-18,16,False
2020-08-19,8,False
2020-08-20,6,False
2020-08-21,4,False
2020-08-22,3,False
2020-08-23,3,False
2020-08-24,4,False
2020-08-25,4,False
2020-08-26,4,False
2020-08-27,3,False
2020-08-28,5,False
2020-08-29,0,False
2020-08-30,3,False
2020-08-31,6,False
2020-09-01,7,False
2020-09-02,3,False
