date,ecq,isPartial
2020-06-16,100,False
2020-06-17,53,False
2020-06-18,33,False
2020-06-19,34,False
2020-06-20,22,False
2020-06-21,19,False
2020-06-22,28,False
2020-06-23,24,False
2020-06-24,18,False
2020-06-25,23,False
2020-06-26,26,False
2020-06-27,23,False
2020-06-28,20,False
2020-06-29,30,False
2020-06-30,48,False
2020-07-01,39,False
2020-07-02,25,False
2020-07-03,23,False
2020-07-04,15,False
2020-07-05,15,False
2020-07-06,35,False
2020-07-07,31,False
2020-07-08,33,False
2020-07-09,19,False
2020-07-10,18,False
2020-07-11,17,False
2020-07-12,20,False
2020-07-13,27,False
2020-07-14,27,False
2020-07-15,49,False
2020-07-16,37,False
