date,ecq,isPartial
2020-08-18,100,False
2020-08-19,49,False
2020-08-20,40,False
2020-08-21,26,False
2020-08-22,22,False
2020-08-23,22,False
2020-08-24,28,False
2020-08-25,28,False
2020-08-26,24,False
2020-08-27,22,False
2020-08-28,29,False
2020-08-29,0,False
2020-08-30,20,False
2020-08-31,40,False
2020-09-01,43,False
2020-09-02,21,False
2020-09-03,21,False
2020-09-04,21,False
2020-09-05,18,False
2020-09-06,16,False
2020-09-07,28,False
2020-09-08,25,False
2020-09-09,15,False
2020-09-10,19,False
2020-09-11,18,False
2020-09-12,18,False
2020-09-13,17,False
2020-09-14,22,False
2020-09-15,19,False
2020-09-16,19,False
2020-09-17,18,False
