date,ecq,isPartial
2020-07-01,76,False
2020-07-02,57,False
2020-07-03,54,False
2020-07-04,34,False
2020-07-05,39,False
2020-07-06,66,False
2020-07-07,67,False
2020-07-08,74,False
2020-07-09,50,False
2020-07-10,41,False
2020-07-11,38,False
2020-07-12,44,False
2020-07-13,57,False
2020-07-14,61,False
2020-07-15,100,False
2020-07-16,68,False
2020-07-17,48,False
2020-07-18,40,False
2020-07-19,31,False
2020-07-20,46,False
2020-07-21,57,False
2020-07-22,69,False
2020-07-23,60,False
2020-07-24,64,False
2020-07-25,61,False
2020-07-26,84,False
2020-07-27,91,False
2020-07-28,75,False
2020-07-29,79,False
2020-07-30,92,False
2020-07-31,98,False
