date,Frontliners,isPartial
2020-04-06,100,False
2020-04-07,77,False
2020-04-08,79,False
2020-04-09,75,False
2020-04-10,61,False
2020-04-11,47,False
2020-04-12,61,False
2020-04-13,55,False
2020-04-14,58,False
2020-04-15,70,False
2020-04-16,60,False
2020-04-17,61,False
2020-04-18,71,False
2020-04-19,58,False
2020-04-20,62,False
2020-04-21,63,False
2020-04-22,60,False
2020-04-23,72,False
2020-04-24,66,False
2020-04-25,57,False
2020-04-26,51,False
2020-04-27,59,False
2020-04-28,62,False
2020-04-29,74,False
2020-04-30,59,False
2020-05-01,56,False
2020-05-02,51,False
2020-05-03,32,False
2020-05-04,44,False
2020-05-05,49,False
2020-05-06,29,False
