date,Frontliners,isPartial
2020-05-01,98,False
2020-05-02,100,False
2020-05-03,58,False
2020-05-04,73,False
2020-05-05,85,False
2020-05-06,53,False
2020-05-07,77,False
2020-05-08,78,False
2020-05-09,62,False
2020-05-10,47,False
2020-05-11,63,False
2020-05-12,60,False
2020-05-13,63,False
2020-05-14,56,False
2020-05-15,50,False
2020-05-16,52,False
2020-05-17,50,False
2020-05-18,43,False
2020-05-19,43,False
2020-05-20,55,False
2020-05-21,64,False
2020-05-22,36,False
2020-05-23,41,False
2020-05-24,44,False
2020-05-25,43,False
2020-05-26,48,False
2020-05-27,40,False
2020-05-28,47,False
2020-05-29,26,False
2020-05-30,25,False
2020-05-31,45,False
