date,Frontliners,isPartial
2020-10-23,79,False
2020-10-24,50,False
2020-10-25,42,False
2020-10-26,57,False
2020-10-27,79,False
2020-10-28,68,False
2020-10-29,100,False
2020-10-30,72,False
2020-10-31,49,False
2020-11-01,0,False
2020-11-02,62,False
2020-11-03,69,False
2020-11-04,66,False
2020-11-05,82,False
2020-11-06,41,False
2020-11-07,58,False
2020-11-08,51,False
2020-11-09,57,False
2020-11-10,74,False
2020-11-11,35,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,59,False
2020-11-15,0,False
2020-11-16,57,False
2020-11-17,49,False
2020-11-18,29,False
2020-11-19,60,False
2020-11-20,62,False
2020-11-21,0,False
2020-11-22,38,False
