date,Frontliners,isPartial
2020-05-11,96,False
2020-05-12,84,False
2020-05-13,100,False
2020-05-14,95,False
2020-05-15,48,False
2020-05-16,78,False
2020-05-17,76,False
2020-05-18,74,False
2020-05-19,64,False
2020-05-20,66,False
2020-05-21,82,False
2020-05-22,58,False
2020-05-23,76,False
2020-05-24,65,False
2020-05-25,75,False
2020-05-26,79,False
2020-05-27,54,False
2020-05-28,53,False
2020-05-29,44,False
2020-05-30,0,False
2020-05-31,70,False
2020-06-01,54,False
2020-06-02,0,False
2020-06-03,53,False
2020-06-04,47,False
2020-06-05,39,False
2020-06-06,48,False
2020-06-07,0,False
2020-06-08,31,False
2020-06-09,0,False
2020-06-10,0,False
