date,Frontliners,isPartial
2020-08-27,72,False
2020-08-28,64,False
2020-08-29,75,False
2020-08-30,99,False
2020-08-31,100,False
2020-09-01,40,False
2020-09-02,54,False
2020-09-03,44,False
2020-09-04,28,False
2020-09-05,0,False
2020-09-06,30,False
2020-09-07,22,False
2020-09-08,30,False
2020-09-09,33,False
2020-09-10,26,False
2020-09-11,50,False
2020-09-12,19,False
2020-09-13,20,False
2020-09-14,24,False
2020-09-15,24,False
2020-09-16,29,False
2020-09-17,36,False
2020-09-18,22,False
2020-09-19,34,False
2020-09-20,25,False
2020-09-21,35,False
2020-09-22,37,False
2020-09-23,26,False
2020-09-24,29,False
2020-09-25,26,False
2020-09-26,19,False
