date,Frontliners,isPartial
2020-10-09,100,False
2020-10-10,59,False
2020-10-11,57,False
2020-10-12,83,False
2020-10-13,67,False
2020-10-14,80,False
2020-10-15,71,False
2020-10-16,70,False
2020-10-17,51,False
2020-10-18,68,False
2020-10-19,59,False
2020-10-20,63,False
2020-10-21,67,False
2020-10-22,58,False
2020-10-23,64,False
2020-10-24,40,False
2020-10-25,34,False
2020-10-26,46,False
2020-10-27,64,False
2020-10-28,55,False
2020-10-29,81,False
2020-10-30,58,False
2020-10-31,40,False
2020-11-01,0,False
2020-11-02,50,False
2020-11-03,56,False
2020-11-04,54,False
2020-11-05,66,False
2020-11-06,33,False
2020-11-07,47,False
2020-11-08,41,False
