date,Frontliners,isPartial
2020-11-25,36,False
2020-11-26,79,False
2020-11-27,51,False
2020-11-28,56,False
2020-11-29,0,False
2020-11-30,50,False
2020-12-01,67,False
2020-12-02,100,False
2020-12-03,67,False
2020-12-04,75,False
2020-12-05,0,False
2020-12-06,65,False
2020-12-07,68,False
2020-12-08,65,False
2020-12-09,59,False
2020-12-10,85,False
2020-12-11,52,False
2020-12-12,0,False
2020-12-13,43,False
2020-12-14,35,False
2020-12-15,0,False
2020-12-16,28,False
2020-12-17,43,False
2020-12-18,0,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
