date,Frontliners,isPartial
2020-09-01,75,False
2020-09-02,100,False
2020-09-03,80,False
2020-09-04,52,False
2020-09-05,0,False
2020-09-06,55,False
2020-09-07,40,False
2020-09-08,55,False
2020-09-09,60,False
2020-09-10,47,False
2020-09-11,91,False
2020-09-12,35,False
2020-09-13,38,False
2020-09-14,45,False
2020-09-15,45,False
2020-09-16,53,False
2020-09-17,67,False
2020-09-18,40,False
2020-09-19,63,False
2020-09-20,46,False
2020-09-21,64,False
2020-09-22,68,False
2020-09-23,48,False
2020-09-24,54,False
2020-09-25,47,False
2020-09-26,36,False
2020-09-27,0,False
2020-09-28,51,False
2020-09-29,81,False
2020-09-30,64,False
2020-10-01,49,False
