date,Frontliners,isPartial
2020-09-06,53,False
2020-09-07,39,False
2020-09-08,53,False
2020-09-09,58,False
2020-09-10,46,False
2020-09-11,88,False
2020-09-12,34,False
2020-09-13,36,False
2020-09-14,43,False
2020-09-15,43,False
2020-09-16,51,False
2020-09-17,64,False
2020-09-18,39,False
2020-09-19,61,False
2020-09-20,44,False
2020-09-21,62,False
2020-09-22,66,False
2020-09-23,47,False
2020-09-24,52,False
2020-09-25,45,False
2020-09-26,35,False
2020-09-27,0,False
2020-09-28,49,False
2020-09-29,78,False
2020-09-30,62,False
2020-10-01,48,False
2020-10-02,64,False
2020-10-03,59,False
2020-10-04,62,False
2020-10-05,86,False
2020-10-06,100,False
