date,Frontliners,isPartial
2020-10-08,100,False
2020-10-09,81,False
2020-10-10,54,False
2020-10-11,50,False
2020-10-12,69,False
2020-10-13,51,False
2020-10-14,67,False
2020-10-15,63,False
2020-10-16,57,False
2020-10-17,45,False
2020-10-18,58,False
2020-10-19,52,False
2020-10-20,58,False
2020-10-21,56,False
2020-10-22,57,False
2020-10-23,50,False
2020-10-24,43,False
2020-10-25,32,False
2020-10-26,35,False
2020-10-27,64,False
2020-10-28,60,False
2020-10-29,73,False
2020-10-30,60,False
2020-10-31,39,False
2020-11-01,0,False
2020-11-02,44,False
2020-11-03,60,False
2020-11-04,51,False
2020-11-05,57,False
2020-11-06,24,False
2020-11-07,43,False
