date,Frontliners,isPartial
2020-05-08,100,False
2020-05-09,79,False
2020-05-10,59,False
2020-05-11,80,False
2020-05-12,77,False
2020-05-13,81,False
2020-05-14,72,False
2020-05-15,64,False
2020-05-16,66,False
2020-05-17,64,False
2020-05-18,55,False
2020-05-19,55,False
2020-05-20,70,False
2020-05-21,82,False
2020-05-22,46,False
2020-05-23,52,False
2020-05-24,56,False
2020-05-25,54,False
2020-05-26,61,False
2020-05-27,51,False
2020-05-28,61,False
2020-05-29,34,False
2020-05-30,31,False
2020-05-31,57,False
2020-06-01,35,False
2020-06-02,29,False
2020-06-03,41,False
2020-06-04,54,False
2020-06-05,29,False
2020-06-06,39,False
2020-06-07,27,False
