date,Frontliners,isPartial
2020-10-11,69,False
2020-10-12,100,False
2020-10-13,80,False
2020-10-14,96,False
2020-10-15,85,False
2020-10-16,84,False
2020-10-17,62,False
2020-10-18,82,False
2020-10-19,71,False
2020-10-20,76,False
2020-10-21,80,False
2020-10-22,70,False
2020-10-23,76,False
2020-10-24,48,False
2020-10-25,41,False
2020-10-26,56,False
2020-10-27,77,False
2020-10-28,66,False
2020-10-29,97,False
2020-10-30,70,False
2020-10-31,48,False
2020-11-01,0,False
2020-11-02,60,False
2020-11-03,67,False
2020-11-04,65,False
2020-11-05,79,False
2020-11-06,40,False
2020-11-07,56,False
2020-11-08,50,False
2020-11-09,55,False
2020-11-10,72,False
