date,Frontliners,isPartial
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,45,False
2021-01-05,42,False
2021-01-06,59,False
2021-01-07,64,False
2021-01-08,37,False
2021-01-09,55,False
2021-01-10,44,False
2021-01-11,0,False
2021-01-12,63,False
2021-01-13,47,False
2021-01-14,68,False
2021-01-15,53,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,68,False
2021-01-19,0,False
2021-01-20,61,False
2021-01-21,100,False
2021-01-22,43,False
2021-01-23,0,False
2021-01-24,52,False
2021-01-25,52,False
2021-01-26,64,False
2021-01-27,0,False
