date,Frontliners,isPartial
2020-04-30,100,False
2020-05-01,97,False
2020-05-02,99,False
2020-05-03,57,False
2020-05-04,72,False
2020-05-05,84,False
2020-05-06,52,False
2020-05-07,76,False
2020-05-08,77,False
2020-05-09,62,False
2020-05-10,46,False
2020-05-11,62,False
2020-05-12,59,False
2020-05-13,63,False
2020-05-14,56,False
2020-05-15,50,False
2020-05-16,51,False
2020-05-17,49,False
2020-05-18,42,False
2020-05-19,43,False
2020-05-20,54,False
2020-05-21,63,False
2020-05-22,35,False
2020-05-23,41,False
2020-05-24,43,False
2020-05-25,42,False
2020-05-26,48,False
2020-05-27,40,False
2020-05-28,47,False
2020-05-29,26,False
2020-05-30,24,False
