date,Frontliners,isPartial
2020-04-19,80,False
2020-04-20,90,False
2020-04-21,93,False
2020-04-22,83,False
2020-04-23,98,False
2020-04-24,84,False
2020-04-25,76,False
2020-04-26,75,False
2020-04-27,81,False
2020-04-28,78,False
2020-04-29,100,False
2020-04-30,73,False
2020-05-01,79,False
2020-05-02,73,False
2020-05-03,41,False
2020-05-04,61,False
2020-05-05,74,False
2020-05-06,41,False
2020-05-07,62,False
2020-05-08,62,False
2020-05-09,63,False
2020-05-10,40,False
2020-05-11,50,False
2020-05-12,40,False
2020-05-13,45,False
2020-05-14,41,False
2020-05-15,38,False
2020-05-16,39,False
2020-05-17,42,False
2020-05-18,39,False
2020-05-19,36,False
