date,Frontliners,isPartial
2020-05-18,100,False
2020-05-19,72,False
2020-05-20,88,False
2020-05-21,88,False
2020-05-22,65,False
2020-05-23,84,False
2020-05-24,89,False
2020-05-25,73,False
2020-05-26,86,False
2020-05-27,72,False
2020-05-28,77,False
2020-05-29,54,False
2020-05-30,43,False
2020-05-31,61,False
2020-06-01,35,False
2020-06-02,42,False
2020-06-03,74,False
2020-06-04,62,False
2020-06-05,55,False
2020-06-06,56,False
2020-06-07,39,False
2020-06-08,0,False
2020-06-09,72,False
2020-06-10,0,False
2020-06-11,40,False
2020-06-12,47,False
2020-06-13,0,False
2020-06-14,40,False
2020-06-15,0,False
2020-06-16,0,False
2020-06-17,0,False
