date,Frontliners,isPartial
2020-09-11,55,False
2020-09-12,21,False
2020-09-13,23,False
2020-09-14,27,False
2020-09-15,27,False
2020-09-16,32,False
2020-09-17,40,False
2020-09-18,24,False
2020-09-19,38,False
2020-09-20,28,False
2020-09-21,38,False
2020-09-22,41,False
2020-09-23,29,False
2020-09-24,32,False
2020-09-25,28,False
2020-09-26,21,False
2020-09-27,0,False
2020-09-28,30,False
2020-09-29,48,False
2020-09-30,39,False
2020-10-01,29,False
2020-10-02,39,False
2020-10-03,37,False
2020-10-04,38,False
2020-10-05,54,False
2020-10-06,62,False
2020-10-07,99,False
2020-10-08,100,False
2020-10-09,85,False
2020-10-10,50,False
2020-10-11,49,False
