date,Frontliners,isPartial
2020-04-07,97,False
2020-04-08,100,False
2020-04-09,95,False
2020-04-10,77,False
2020-04-11,60,False
2020-04-12,77,False
2020-04-13,70,False
2020-04-14,73,False
2020-04-15,88,False
2020-04-16,75,False
2020-04-17,77,False
2020-04-18,89,False
2020-04-19,74,False
2020-04-20,79,False
2020-04-21,80,False
2020-04-22,76,False
2020-04-23,91,False
2020-04-24,84,False
2020-04-25,72,False
2020-04-26,65,False
2020-04-27,75,False
2020-04-28,78,False
2020-04-29,93,False
2020-04-30,74,False
2020-05-01,71,False
2020-05-02,64,False
2020-05-03,41,False
2020-05-04,56,False
2020-05-05,61,False
2020-05-06,37,False
