date,Frontliners,isPartial
2020-04-13,85,False
2020-04-14,86,False
2020-04-15,96,False
2020-04-16,89,False
2020-04-17,88,False
2020-04-18,100,False
2020-04-19,78,False
2020-04-20,89,False
2020-04-21,92,False
2020-04-22,82,False
2020-04-23,97,False
2020-04-24,83,False
2020-04-25,75,False
2020-04-26,74,False
2020-04-27,80,False
2020-04-28,77,False
2020-04-29,99,False
2020-04-30,72,False
2020-05-01,78,False
2020-05-02,72,False
2020-05-03,40,False
2020-05-04,60,False
2020-05-05,73,False
2020-05-06,41,False
2020-05-07,61,False
2020-05-08,61,False
2020-05-09,62,False
2020-05-10,39,False
2020-05-11,50,False
2020-05-12,40,False
2020-05-13,44,False
