date,Frontliners,isPartial
2020-04-08,100,False
2020-04-09,84,False
2020-04-10,72,False
2020-04-11,62,False
2020-04-12,85,False
2020-04-13,79,False
2020-04-14,81,False
2020-04-15,90,False
2020-04-16,84,False
2020-04-17,82,False
2020-04-18,94,False
2020-04-19,73,False
2020-04-20,83,False
2020-04-21,86,False
2020-04-22,76,False
2020-04-23,91,False
2020-04-24,78,False
2020-04-25,70,False
2020-04-26,69,False
2020-04-27,74,False
2020-04-28,72,False
2020-04-29,92,False
2020-04-30,68,False
2020-05-01,73,False
2020-05-02,68,False
2020-05-03,38,False
2020-05-04,56,False
2020-05-05,69,False
2020-05-06,38,False
2020-05-07,57,False
2020-05-08,57,False
